Mn,Fe,Co,log(Preexponential Factor) (Ω·cm2·K-1)
0.477911647,0.136546185,0.385542169,-8.588332171
0.473895582,0.136546185,0.389558233,-8.576740707
0.469879518,0.136546185,0.393574297,-8.548913178
0.465863454,0.136546185,0.397590361,-8.507810949
0.46184739,0.136546185,0.401606426,-8.514322922
0.457831325,0.136546185,0.40562249,-8.534269501
0.453815261,0.136546185,0.409638554,-8.512311082
0.449799197,0.136546185,0.413654618,-8.49721685
0.445783133,0.136546185,0.417670683,-8.482844633
0.441767068,0.136546185,0.421686747,-8.482844633
0.437751004,0.136546185,0.425702811,-8.498321625
0.43373494,0.136546185,0.429718876,-8.490782511
0.429718876,0.136546185,0.43373494,-8.51664147
0.425702811,0.136546185,0.437751004,-8.51664147
0.421686747,0.136546185,0.441767068,-8.524658628
0.417670683,0.136546185,0.445783133,-8.580972377
0.413654618,0.136546185,0.449799197,-8.586336029
0.409638554,0.136546185,0.453815261,-8.596805582
0.40562249,0.136546185,0.457831325,-8.596805582
0.401606426,0.136546185,0.46184739,-8.604509251
0.397590361,0.136546185,0.465863454,-8.654089038
0.393574297,0.136546185,0.469879518,-8.662956971
0.389558233,0.136546185,0.473895582,-8.679697561
0.385542169,0.136546185,0.477911647,-8.763878716
0.381526104,0.136546185,0.481927711,-8.879279189
0.37751004,0.136546185,0.485943775,-9.278301226
0.373493976,0.136546185,0.489959839,-9.443039389
0.369477912,0.136546185,0.493975904,-9.501044438
0.365461847,0.136546185,0.497991968,-9.570917737
0.361445783,0.136546185,0.502008032,-9.575482392
0.357429719,0.136546185,0.506024096,-9.584984273
0.353413655,0.136546185,0.510040161,-9.59234809
0.34939759,0.136546185,0.514056225,-9.630329686
0.345381526,0.136546185,0.518072289,-9.727442561
0.341365462,0.136546185,0.522088353,-10.6132099
0.337349398,0.136546185,0.526104418,-10.85242934
0.333333333,0.136546185,0.530120482,-10.97892306
0.329317269,0.136546185,0.534136546,-11.44573924
0.325301205,0.136546185,0.53815261,-11.52244239
0.321285141,0.136546185,0.542168675,-11.52244239
0.317269076,0.136546185,0.546184739,-11.52244239
0.313253012,0.136546185,0.550200803,-11.53915134
0.309236948,0.136546185,0.554216867,-11.53915134
0.305220884,0.136546185,0.558232932,-11.55253066
0.301204819,0.136546185,0.562248996,-11.55253066
0.297188755,0.136546185,0.56626506,-11.55253066
0.293172691,0.136546185,0.570281124,-11.5828424
0.289156627,0.136546185,0.574297189,-11.58948517
0.285140562,0.136546185,0.578313253,-11.59284634
0.281124498,0.136546185,0.582329317,-11.59284634
0.277108434,0.136546185,0.586345382,-11.60949838
0.273092369,0.136546185,0.590361446,-11.61612656
0.269076305,0.136546185,0.59437751,-11.61606704
0.265060241,0.136546185,0.598393574,-11.61549911
0.261044177,0.136546185,0.602409639,-11.6149013
0.257028112,0.136546185,0.606425703,-11.61476994
0.253012048,0.136546185,0.610441767,-11.61452475
0.248995984,0.136546185,0.614457831,-11.61432515
0.24497992,0.136546185,0.618473896,-11.6142594
0.240963855,0.136546185,0.62248996,-11.6139367
0.236947791,0.136546185,0.626506024,-11.61376226
0.232931727,0.136546185,0.630522088,-11.61299682
0.228915663,0.136546185,0.634538153,-11.61297416
0.224899598,0.136546185,0.638554217,-11.61246296
0.220883534,0.136546185,0.642570281,-11.61246296
0.21686747,0.136546185,0.646586345,-11.61197038
0.212851406,0.136546185,0.65060241,-11.61180104
0.208835341,0.136546185,0.654618474,-11.61171464
0.204819277,0.136546185,0.658634538,-11.61171464
0.200803213,0.136546185,0.662650602,-11.61170238
0.196787149,0.136546185,0.666666667,-11.61154876
0.192771084,0.136546185,0.670682731,-11.611529
0.18875502,0.136546185,0.674698795,-11.611529
0.184738956,0.136546185,0.678714859,-11.611529
0.180722892,0.136546185,0.682730924,-11.61152326
0.176706827,0.136546185,0.686746988,-11.61152326
0.172690763,0.136546185,0.690763052,-11.61152326
0.168674699,0.136546185,0.694779116,-11.61152326
0.164658635,0.136546185,0.698795181,-11.61152326
0.16064257,0.136546185,0.702811245,-11.61152326
0.156626506,0.136546185,0.706827309,-11.61152326
0.152610442,0.136546185,0.710843373,-11.61152326
0.148594378,0.136546185,0.714859438,-11.61152326
0.144578313,0.136546185,0.718875502,-11.61152832
0.140562249,0.136546185,0.722891566,-11.61154507
0.136546185,0.136546185,0.726907631,-11.61157994
0.13253012,0.136546185,0.730923695,-11.61157994
0.128514056,0.136546185,0.734939759,-11.61161132
0.124497992,0.136546185,0.738955823,-11.61164699
0.120481928,0.136546185,0.742971888,-11.60160925
0.116465863,0.136546185,0.746987952,-11.60184189
0.112449799,0.136546185,0.751004016,-11.59685031
0.108433735,0.136546185,0.75502008,-11.58181074
0.104417671,0.136546185,0.759036145,-11.55673026
0.100401606,0.136546185,0.763052209,-11.5818875
0.096385542,0.136546185,0.767068273,-11.61201734
0.092369478,0.136546185,0.771084337,-11.61201734
0.088353414,0.136546185,0.775100402,-11.61201734
0.084337349,0.136546185,0.779116466,-11.61201734
0.080321285,0.136546185,0.78313253,-11.61201734
0.076305221,0.136546185,0.787148594,-11.60699785
0.072289157,0.136546185,0.791164659,-11.61200045
0.068273092,0.136546185,0.795180723,-11.61200045
0.064257028,0.136546185,0.799196787,-11.61200045
0.060240964,0.136546185,0.803212851,-11.61200045
0.0562249,0.136546185,0.807228916,-11.61200045
0.052208835,0.136546185,0.81124498,-11.61200045
0.048192771,0.136546185,0.815261044,-11.61200045
0.044176707,0.136546185,0.819277108,-11.61200045
0.040160643,0.136546185,0.823293173,-11.61200045
0.036144578,0.136546185,0.827309237,-11.61200045
0.032128514,0.136546185,0.831325301,-11.61200045
0.02811245,0.136546185,0.835341365,-11.61200045
0.024096386,0.136546185,0.83935743,-11.61200045
0.020080321,0.136546185,0.843373494,-11.61200045
0.016064257,0.136546185,0.847389558,-11.61200045
0.012048193,0.136546185,0.851405622,-11.61200045
0.008032129,0.136546185,0.855421687,-11.61200045
0.004016064,0.136546185,0.859437751,-11.61200045
1.11E-16,0.136546185,0.863453815,-11.61200045
0.859437751,0.140562249,0,-10.57928844
0.855421687,0.140562249,0.004016064,-10.57928844
0.851405622,0.140562249,0.008032129,-10.57928844
0.847389558,0.140562249,0.012048193,-10.57928844
0.843373494,0.140562249,0.016064257,-10.57928844
0.83935743,0.140562249,0.020080321,-10.57928844
0.835341365,0.140562249,0.024096386,-10.57928844
0.831325301,0.140562249,0.02811245,-10.57928844
0.827309237,0.140562249,0.032128514,-10.57928844
0.823293173,0.140562249,0.036144578,-10.57928844
0.819277108,0.140562249,0.040160643,-10.57928844
0.815261044,0.140562249,0.044176707,-10.57928844
0.81124498,0.140562249,0.048192771,-10.57928844
0.807228916,0.140562249,0.052208835,-10.57928844
0.803212851,0.140562249,0.0562249,-10.57928844
0.799196787,0.140562249,0.060240964,-10.57928844
0.795180723,0.140562249,0.064257028,-10.57928844
0.791164659,0.140562249,0.068273092,-10.57928844
0.787148594,0.140562249,0.072289157,-10.57928844
0.78313253,0.140562249,0.076305221,-10.57928844
0.779116466,0.140562249,0.080321285,-10.57928844
0.775100402,0.140562249,0.084337349,-10.57928844
0.771084337,0.140562249,0.088353414,-10.57928844
0.767068273,0.140562249,0.092369478,-10.57928844
0.763052209,0.140562249,0.096385542,-10.57928844
0.759036145,0.140562249,0.100401606,-10.57928844
0.75502008,0.140562249,0.104417671,-10.57928844
0.751004016,0.140562249,0.108433735,-10.57928844
0.746987952,0.140562249,0.112449799,-10.57928844
0.742971888,0.140562249,0.116465863,-10.57928844
0.738955823,0.140562249,0.120481928,-10.57928844
0.734939759,0.140562249,0.124497992,-10.57928844
0.730923695,0.140562249,0.128514056,-10.57928844
0.726907631,0.140562249,0.13253012,-10.57928844
0.722891566,0.140562249,0.136546185,-10.56994198
0.718875502,0.140562249,0.140562249,-10.56994198
0.714859438,0.140562249,0.144578313,-10.56994198
0.710843373,0.140562249,0.148594378,-10.56994198
0.706827309,0.140562249,0.152610442,-10.56994198
0.702811245,0.140562249,0.156626506,-10.56994198
0.698795181,0.140562249,0.16064257,-10.56994198
0.694779116,0.140562249,0.164658635,-10.56994198
0.690763052,0.140562249,0.168674699,-10.56994198
0.686746988,0.140562249,0.172690763,-10.56994198
0.682730924,0.140562249,0.176706827,-10.5696063
0.678714859,0.140562249,0.180722892,-10.5696063
0.674698795,0.140562249,0.184738956,-10.5696063
0.670682731,0.140562249,0.18875502,-10.55943145
0.666666667,0.140562249,0.192771084,-10.55936564
0.662650602,0.140562249,0.196787149,-10.54736003
0.658634538,0.140562249,0.200803213,-10.42755637
0.654618474,0.140562249,0.204819277,-10.30918832
0.65060241,0.140562249,0.208835341,-10.0164895
0.646586345,0.140562249,0.212851406,-9.236903302
0.642570281,0.140562249,0.21686747,-9.140468039
0.638554217,0.140562249,0.220883534,-9.072003001
0.634538153,0.140562249,0.224899598,-9.05149223
0.630522088,0.140562249,0.228915663,-8.849687106
0.626506024,0.140562249,0.232931727,-8.816339554
0.62248996,0.140562249,0.236947791,-8.806287279
0.618473896,0.140562249,0.240963855,-8.699429936
0.614457831,0.140562249,0.24497992,-8.684143061
0.610441767,0.140562249,0.248995984,-8.572259658
0.606425703,0.140562249,0.253012048,-8.551138951
0.602409639,0.140562249,0.257028112,-8.546831481
0.598393574,0.140562249,0.261044177,-8.518321783
0.59437751,0.140562249,0.265060241,-8.495594212
0.590361446,0.140562249,0.269076305,-8.492609678
0.586345382,0.140562249,0.273092369,-8.48289817
0.582329317,0.140562249,0.277108434,-8.467337963
0.578313253,0.140562249,0.281124498,-8.465964639
0.574297189,0.140562249,0.285140562,-8.439220669
0.570281124,0.140562249,0.289156627,-8.432540368
0.56626506,0.140562249,0.293172691,-8.424065029
0.562248996,0.140562249,0.297188755,-8.463570185
0.558232932,0.140562249,0.301204819,-8.50345653
0.554216867,0.140562249,0.305220884,-8.529951097
0.550200803,0.140562249,0.309236948,-8.613536407
0.546184739,0.140562249,0.313253012,-8.749433261
0.542168675,0.140562249,0.317269076,-8.838622861
0.53815261,0.140562249,0.321285141,-8.864440273
0.534136546,0.140562249,0.325301205,-8.860012013
0.530120482,0.140562249,0.329317269,-8.850366871
0.526104418,0.140562249,0.333333333,-8.853484579
0.522088353,0.140562249,0.337349398,-8.855706494
0.518072289,0.140562249,0.341365462,-8.863454194
0.514056225,0.140562249,0.345381526,-8.873976667
0.510040161,0.140562249,0.34939759,-8.887735804
0.506024096,0.140562249,0.353413655,-8.856285623
0.502008032,0.140562249,0.357429719,-8.810563794
0.497991968,0.140562249,0.361445783,-8.794806433
0.493975904,0.140562249,0.365461847,-8.763780665
0.489959839,0.140562249,0.369477912,-8.607608047
0.485943775,0.140562249,0.373493976,-8.550559725
0.481927711,0.140562249,0.37751004,-8.592043919
0.477911647,0.140562249,0.381526104,-8.588332171
0.473895582,0.140562249,0.385542169,-8.590175085
0.469879518,0.140562249,0.389558233,-8.572120364
0.465863454,0.140562249,0.393574297,-8.509105338
0.46184739,0.140562249,0.397590361,-8.507851794
0.457831325,0.140562249,0.401606426,-8.514322922
0.453815261,0.140562249,0.40562249,-8.513603848
0.449799197,0.140562249,0.409638554,-8.490552382
0.445783133,0.140562249,0.413654618,-8.482844633
0.441767068,0.140562249,0.417670683,-8.482844633
0.437751004,0.140562249,0.421686747,-8.475145349
0.43373494,0.140562249,0.425702811,-8.490782511
0.429718876,0.140562249,0.429718876,-8.498027363
0.425702811,0.140562249,0.43373494,-8.51664147
0.421686747,0.140562249,0.437751004,-8.51886184
0.417670683,0.140562249,0.441767068,-8.521382213
0.413654618,0.140562249,0.445783133,-8.57967855
0.409638554,0.140562249,0.449799197,-8.596805582
0.40562249,0.140562249,0.453815261,-8.596805582
0.401606426,0.140562249,0.457831325,-8.596805582
0.397590361,0.140562249,0.46184739,-8.654089038
0.393574297,0.140562249,0.465863454,-8.661501824
0.389558233,0.140562249,0.469879518,-8.679697561
0.385542169,0.140562249,0.473895582,-8.752243024
0.381526104,0.140562249,0.477911647,-8.873476424
0.37751004,0.140562249,0.481927711,-9.25022066
0.373493976,0.140562249,0.485943775,-9.416809283
0.369477912,0.140562249,0.489959839,-9.477171829
0.365461847,0.140562249,0.493975904,-9.548607985
0.361445783,0.140562249,0.497991968,-9.575482392
0.357429719,0.140562249,0.502008032,-9.584984273
0.353413655,0.140562249,0.506024096,-9.59234809
0.34939759,0.140562249,0.510040161,-9.630329686
0.345381526,0.140562249,0.514056225,-9.634850891
0.341365462,0.140562249,0.518072289,-9.768437379
0.337349398,0.140562249,0.522088353,-10.62097378
0.333333333,0.140562249,0.526104418,-10.82855864
0.329317269,0.140562249,0.530120482,-10.98667685
0.325301205,0.140562249,0.534136546,-11.44770466
0.321285141,0.140562249,0.53815261,-11.5224609
0.317269076,0.140562249,0.542168675,-11.5224609
0.313253012,0.140562249,0.546184739,-11.5224609
0.309236948,0.140562249,0.550200803,-11.53916985
0.305220884,0.140562249,0.554216867,-11.54587978
0.301204819,0.140562249,0.558232932,-11.55254917
0.297188755,0.140562249,0.562248996,-11.55254917
0.293172691,0.140562249,0.56626506,-11.58286091
0.289156627,0.140562249,0.570281124,-11.58959206
0.285140562,0.140562249,0.574297189,-11.59286485
0.281124498,0.140562249,0.578313253,-11.59286485
0.277108434,0.140562249,0.582329317,-11.60960394
0.273092369,0.140562249,0.586345382,-11.61620764
0.269076305,0.140562249,0.590361446,-11.61614507
0.265060241,0.140562249,0.59437751,-11.61608555
0.261044177,0.140562249,0.598393574,-11.61551762
0.257028112,0.140562249,0.602409639,-11.61491981
0.253012048,0.140562249,0.606425703,-11.61478845
0.248995984,0.140562249,0.610441767,-11.61454326
0.24497992,0.140562249,0.614457831,-11.61434366
0.240963855,0.140562249,0.618473896,-11.61405921
0.236947791,0.140562249,0.62248996,-11.61378077
0.232931727,0.140562249,0.626506024,-11.61299073
0.228915663,0.140562249,0.630522088,-11.61299073
0.224899598,0.140562249,0.634538153,-11.61245688
0.220883534,0.140562249,0.638554217,-11.61245688
0.21686747,0.140562249,0.642570281,-11.61219332
0.212851406,0.140562249,0.646586345,-11.61188019
0.208835341,0.140562249,0.65060241,-11.61170855
0.204819277,0.140562249,0.654618474,-11.61170855
0.200803213,0.140562249,0.658634538,-11.61170855
0.196787149,0.140562249,0.662650602,-11.61154267
0.192771084,0.140562249,0.666666667,-11.61152291
0.18875502,0.140562249,0.670682731,-11.61152291
0.184738956,0.140562249,0.674698795,-11.61152291
0.180722892,0.140562249,0.678714859,-11.61151826
0.176706827,0.140562249,0.682730924,-11.61151718
0.172690763,0.140562249,0.686746988,-11.61151718
0.168674699,0.140562249,0.690763052,-11.61151718
0.164658635,0.140562249,0.694779116,-11.61151718
0.16064257,0.140562249,0.698795181,-11.61151718
0.156626506,0.140562249,0.702811245,-11.61151718
0.152610442,0.140562249,0.706827309,-11.61151718
0.148594378,0.140562249,0.710843373,-11.61151718
0.144578313,0.140562249,0.714859438,-11.61152046
0.140562249,0.140562249,0.718875502,-11.61152223
0.136546185,0.140562249,0.722891566,-11.61154161
0.13253012,0.140562249,0.726907631,-11.61157386
0.128514056,0.140562249,0.730923695,-11.61159881
0.124497992,0.140562249,0.734939759,-11.61164091
0.120481928,0.140562249,0.738955823,-11.60660493
0.116465863,0.140562249,0.742971888,-11.60160317
0.112449799,0.140562249,0.746987952,-11.60183581
0.108433735,0.140562249,0.751004016,-11.59684422
0.104417671,0.140562249,0.75502008,-11.57678385
0.100401606,0.140562249,0.759036145,-11.54668223
0.096385542,0.140562249,0.763052209,-11.57686061
0.092369478,0.140562249,0.767068273,-11.60699045
0.088353414,0.140562249,0.771084337,-11.60699045
0.084337349,0.140562249,0.775100402,-11.60697892
0.080321285,0.140562249,0.779116466,-11.60697892
0.076305221,0.140562249,0.78313253,-11.60195943
0.072289157,0.140562249,0.787148594,-11.61197236
0.068273092,0.140562249,0.791164659,-11.61197236
0.064257028,0.140562249,0.795180723,-11.61197236
0.060240964,0.140562249,0.799196787,-11.61197236
0.0562249,0.140562249,0.803212851,-11.61197236
0.052208835,0.140562249,0.807228916,-11.61197236
0.048192771,0.140562249,0.81124498,-11.61197236
0.044176707,0.140562249,0.815261044,-11.61197236
0.040160643,0.140562249,0.819277108,-11.61197236
0.036144578,0.140562249,0.823293173,-11.61197236
0.032128514,0.140562249,0.827309237,-11.61197236
0.02811245,0.140562249,0.831325301,-11.61197236
0.024096386,0.140562249,0.835341365,-11.61197236
0.020080321,0.140562249,0.83935743,-11.61197236
0.016064257,0.140562249,0.843373494,-11.61197236
0.012048193,0.140562249,0.847389558,-11.61197236
0.008032129,0.140562249,0.851405622,-11.61197236
0.004016064,0.140562249,0.855421687,-11.61197236
1.11E-16,0.140562249,0.859437751,-11.61197236
0.855421687,0.144578313,0,-10.57928844
0.851405622,0.144578313,0.004016064,-10.57928844
0.847389558,0.144578313,0.008032129,-10.57928844
0.843373494,0.144578313,0.012048193,-10.57928844
0.83935743,0.144578313,0.016064257,-10.57928844
0.835341365,0.144578313,0.020080321,-10.57928844
0.831325301,0.144578313,0.024096386,-10.57928844
0.827309237,0.144578313,0.02811245,-10.57928844
0.823293173,0.144578313,0.032128514,-10.57928844
0.819277108,0.144578313,0.036144578,-10.57928844
0.815261044,0.144578313,0.040160643,-10.57928844
0.81124498,0.144578313,0.044176707,-10.57928844
0.807228916,0.144578313,0.048192771,-10.57928844
0.803212851,0.144578313,0.052208835,-10.57928844
0.799196787,0.144578313,0.0562249,-10.57928844
0.795180723,0.144578313,0.060240964,-10.57928844
0.791164659,0.144578313,0.064257028,-10.57928844
0.787148594,0.144578313,0.068273092,-10.57928844
0.78313253,0.144578313,0.072289157,-10.57928844
0.779116466,0.144578313,0.076305221,-10.57928844
0.775100402,0.144578313,0.080321285,-10.57928844
0.771084337,0.144578313,0.084337349,-10.57928844
0.767068273,0.144578313,0.088353414,-10.57928844
0.763052209,0.144578313,0.092369478,-10.57928844
0.759036145,0.144578313,0.096385542,-10.57928844
0.75502008,0.144578313,0.100401606,-10.57928844
0.751004016,0.144578313,0.104417671,-10.57928844
0.746987952,0.144578313,0.108433735,-10.57928844
0.742971888,0.144578313,0.112449799,-10.57928844
0.738955823,0.144578313,0.116465863,-10.57928844
0.734939759,0.144578313,0.120481928,-10.57928844
0.730923695,0.144578313,0.124497992,-10.57928844
0.726907631,0.144578313,0.128514056,-10.57928844
0.722891566,0.144578313,0.13253012,-10.57928844
0.718875502,0.144578313,0.136546185,-10.56994198
0.714859438,0.144578313,0.140562249,-10.56994198
0.710843373,0.144578313,0.144578313,-10.56994198
0.706827309,0.144578313,0.148594378,-10.56994198
0.702811245,0.144578313,0.152610442,-10.56994198
0.698795181,0.144578313,0.156626506,-10.56994198
0.694779116,0.144578313,0.16064257,-10.56994198
0.690763052,0.144578313,0.164658635,-10.56994198
0.686746988,0.144578313,0.168674699,-10.56994198
0.682730924,0.144578313,0.172690763,-10.5696063
0.678714859,0.144578313,0.176706827,-10.5696063
0.674698795,0.144578313,0.180722892,-10.5696063
0.670682731,0.144578313,0.184738956,-10.5696063
0.666666667,0.144578313,0.18875502,-10.55936564
0.662650602,0.144578313,0.192771084,-10.55867012
0.658634538,0.144578313,0.196787149,-10.42755637
0.654618474,0.144578313,0.200803213,-10.30918832
0.65060241,0.144578313,0.204819277,-10.0164895
0.646586345,0.144578313,0.208835341,-9.236903302
0.642570281,0.144578313,0.212851406,-9.124875138
0.638554217,0.144578313,0.21686747,-9.065702487
0.634538153,0.144578313,0.220883534,-9.05149223
0.630522088,0.144578313,0.224899598,-8.849687106
0.626506024,0.144578313,0.228915663,-8.816339554
0.62248996,0.144578313,0.232931727,-8.806287279
0.618473896,0.144578313,0.236947791,-8.698517105
0.614457831,0.144578313,0.240963855,-8.678034625
0.610441767,0.144578313,0.24497992,-8.57871443
0.606425703,0.144578313,0.248995984,-8.555782485
0.602409639,0.144578313,0.253012048,-8.547295552
0.598393574,0.144578313,0.257028112,-8.521870084
0.59437751,0.144578313,0.261044177,-8.499136034
0.590361446,0.144578313,0.265060241,-8.494937042
0.586345382,0.144578313,0.269076305,-8.484085468
0.582329317,0.144578313,0.273092369,-8.46128043
0.578313253,0.144578313,0.277108434,-8.465964639
0.574297189,0.144578313,0.281124498,-8.428152255
0.570281124,0.144578313,0.285140562,-8.431955555
0.56626506,0.144578313,0.289156627,-8.424065029
0.562248996,0.144578313,0.293172691,-8.428963141
0.558232932,0.144578313,0.297188755,-8.470728235
0.554216867,0.144578313,0.301204819,-8.517608056
0.550200803,0.144578313,0.305220884,-8.530916453
0.546184739,0.144578313,0.309236948,-8.61579267
0.542168675,0.144578313,0.313253012,-8.749433261
0.53815261,0.144578313,0.317269076,-8.838622861
0.534136546,0.144578313,0.321285141,-8.865479444
0.530120482,0.144578313,0.325301205,-8.861538253
0.526104418,0.144578313,0.329317269,-8.853484579
0.522088353,0.144578313,0.333333333,-8.855706494
0.518072289,0.144578313,0.337349398,-8.863454194
0.514056225,0.144578313,0.341365462,-8.875400787
0.510040161,0.144578313,0.345381526,-8.892413639
0.506024096,0.144578313,0.34939759,-8.868753207
0.502008032,0.144578313,0.353413655,-8.8889045
0.497991968,0.144578313,0.357429719,-8.815049686
0.493975904,0.144578313,0.361445783,-8.821959061
0.489959839,0.144578313,0.365461847,-8.817102266
0.485943775,0.144578313,0.369477912,-8.607589342
0.481927711,0.144578313,0.373493976,-8.606602999
0.477911647,0.144578313,0.37751004,-8.592492616
0.473895582,0.144578313,0.381526104,-8.590175085
0.469879518,0.144578313,0.385542169,-8.585554742
0.465863454,0.144578313,0.389558233,-8.535609722
0.46184739,0.144578313,0.393574297,-8.509146183
0.457831325,0.144578313,0.397590361,-8.507851794
0.453815261,0.144578313,0.401606426,-8.493657269
0.449799197,0.144578313,0.40562249,-8.491845148
0.445783133,0.144578313,0.409638554,-8.476180165
0.441767068,0.144578313,0.413654618,-8.482844633
0.437751004,0.144578313,0.417670683,-8.475145349
0.43373494,0.144578313,0.421686747,-8.467606235
0.429718876,0.144578313,0.425702811,-8.498027363
0.425702811,0.144578313,0.429718876,-8.498027363
0.421686747,0.144578313,0.43373494,-8.51886184
0.417670683,0.144578313,0.437751004,-8.515585425
0.413654618,0.144578313,0.441767068,-8.520088386
0.409638554,0.144578313,0.445783133,-8.590148104
0.40562249,0.144578313,0.449799197,-8.596805582
0.401606426,0.144578313,0.453815261,-8.596805582
0.397590361,0.144578313,0.457831325,-8.646385369
0.393574297,0.144578313,0.46184739,-8.661501824
0.389558233,0.144578313,0.465863454,-8.678242414
0.385542169,0.144578313,0.469879518,-8.752243024
0.381526104,0.144578313,0.473895582,-8.861840732
0.37751004,0.144578313,0.477911647,-9.240579841
0.373493976,0.144578313,0.481927711,-9.388728716
0.369477912,0.144578313,0.485943775,-9.450941723
0.365461847,0.144578313,0.489959839,-9.524735376
0.361445783,0.144578313,0.493975904,-9.55317264
0.357429719,0.144578313,0.497991968,-9.584984273
0.353413655,0.144578313,0.502008032,-9.59234809
0.34939759,0.144578313,0.506024096,-9.630329686
0.345381526,0.144578313,0.510040161,-9.634850891
0.341365462,0.144578313,0.514056225,-9.670654865
0.337349398,0.144578313,0.518072289,-9.795500207
0.333333333,0.144578313,0.522088353,-10.58717666
0.329317269,0.144578313,0.526104418,-10.82638601
0.325301205,0.144578313,0.530120482,-10.99214347
0.321285141,0.144578313,0.534136546,-11.44120326
0.317269076,0.144578313,0.53815261,-11.5159595
0.313253012,0.144578313,0.542168675,-11.5159595
0.309236948,0.144578313,0.546184739,-11.5159595
0.305220884,0.144578313,0.550200803,-11.54270843
0.301204819,0.144578313,0.554216867,-11.54270843
0.297188755,0.144578313,0.558232932,-11.5527044
0.293172691,0.144578313,0.562248996,-11.58301614
0.289156627,0.144578313,0.56626506,-11.58974729
0.285140562,0.144578313,0.570281124,-11.59310846
0.281124498,0.144578313,0.574297189,-11.59302008
0.277108434,0.144578313,0.578313253,-11.60975917
0.273092369,0.144578313,0.582329317,-11.61644992
0.269076305,0.144578313,0.586345382,-11.61636287
0.265060241,0.144578313,0.590361446,-11.6163003
0.261044177,0.144578313,0.59437751,-11.61624078
0.257028112,0.144578313,0.598393574,-11.61567285
0.253012048,0.144578313,0.602409639,-11.61503148
0.248995984,0.144578313,0.606425703,-11.61490012
0.24497992,0.144578313,0.610441767,-11.61465493
0.240963855,0.144578313,0.614457831,-11.61423664
0.236947791,0.144578313,0.618473896,-11.61399644
0.232931727,0.144578313,0.62248996,-11.61300486
0.228915663,0.144578313,0.626506024,-11.61300486
0.224899598,0.144578313,0.630522088,-11.61249366
0.220883534,0.144578313,0.634538153,-11.612471
0.21686747,0.144578313,0.638554217,-11.61220744
0.212851406,0.144578313,0.642570281,-11.61210618
0.208835341,0.144578313,0.646586345,-11.61179076
0.204819277,0.144578313,0.65060241,-11.61170552
0.200803213,0.144578313,0.654618474,-11.61170552
0.196787149,0.144578313,0.658634538,-11.6115519
0.192771084,0.144578313,0.662650602,-11.61151988
0.18875502,0.144578313,0.666666667,-11.61151988
0.184738956,0.144578313,0.670682731,-11.61151988
0.180722892,0.144578313,0.674698795,-11.61151523
0.176706827,0.144578313,0.678714859,-11.61151523
0.172690763,0.144578313,0.682730924,-11.61151415
0.168674699,0.144578313,0.686746988,-11.61151415
0.164658635,0.144578313,0.690763052,-11.61151415
0.16064257,0.144578313,0.694779116,-11.61151415
0.156626506,0.144578313,0.698795181,-11.61151415
0.152610442,0.144578313,0.702811245,-11.61151415
0.148594378,0.144578313,0.706827309,-11.61151415
0.144578313,0.144578313,0.710843373,-11.61151743
0.140562249,0.144578313,0.714859438,-11.61151743
0.136546185,0.144578313,0.718875502,-11.61152182
0.13253012,0.144578313,0.722891566,-11.61153858
0.128514056,0.144578313,0.726907631,-11.61159578
0.124497992,0.144578313,0.730923695,-11.61163146
0.120481928,0.144578313,0.734939759,-11.60157855
0.116465863,0.144578313,0.738955823,-11.60157855
0.112449799,0.144578313,0.742971888,-11.59154371
0.108433735,0.144578313,0.746987952,-11.59177635
0.104417671,0.144578313,0.751004016,-11.58678476
0.100401606,0.144578313,0.75502008,-11.54662777
0.096385542,0.144578313,0.759036145,-11.52154729
0.092369478,0.144578313,0.763052209,-11.55172567
0.088353414,0.144578313,0.767068273,-11.58185551
0.084337349,0.144578313,0.771084337,-11.57180224
0.080321285,0.144578313,0.775100402,-11.57180224
0.076305221,0.144578313,0.779116466,-11.56678276
0.072289157,0.144578313,0.78313253,-11.58180584
0.068273092,0.144578313,0.787148594,-11.58180584
0.064257028,0.144578313,0.791164659,-11.58180584
0.060240964,0.144578313,0.795180723,-11.58180584
0.0562249,0.144578313,0.799196787,-11.58180584
0.052208835,0.144578313,0.803212851,-11.58180584
0.048192771,0.144578313,0.807228916,-11.58180584
0.044176707,0.144578313,0.81124498,-11.58180584
0.040160643,0.144578313,0.815261044,-11.58180584
0.036144578,0.144578313,0.819277108,-11.58180584
0.032128514,0.144578313,0.823293173,-11.58180584
0.02811245,0.144578313,0.827309237,-11.58180584
0.024096386,0.144578313,0.831325301,-11.58180584
0.020080321,0.144578313,0.835341365,-11.58180584
0.016064257,0.144578313,0.83935743,-11.58180584
0.012048193,0.144578313,0.843373494,-11.58180584
0.008032129,0.144578313,0.847389558,-11.58180584
0.004016064,0.144578313,0.851405622,-11.58180584
1.11E-16,0.144578313,0.855421687,-11.58180584
0.851405622,0.148594378,0,-10.57928844
0.847389558,0.148594378,0.004016064,-10.57928844
0.843373494,0.148594378,0.008032129,-10.57928844
0.83935743,0.148594378,0.012048193,-10.57928844
0.835341365,0.148594378,0.016064257,-10.57928844
0.831325301,0.148594378,0.020080321,-10.57928844
0.827309237,0.148594378,0.024096386,-10.57928844
0.823293173,0.148594378,0.02811245,-10.57928844
0.819277108,0.148594378,0.032128514,-10.57928844
0.815261044,0.148594378,0.036144578,-10.57928844
