Mn,Fe,Co,log(Preexponential Factor) (Ω·cm2·K-1)
0.598393574,0.341365462,0.060240964,-9.160745632
0.59437751,0.341365462,0.064257028,-9.122830654
0.590361446,0.341365462,0.068273092,-9.096169975
0.586345382,0.341365462,0.072289157,-9.062350618
0.582329317,0.341365462,0.076305221,-8.829568374
0.578313253,0.341365462,0.080321285,-8.810475953
0.574297189,0.341365462,0.084337349,-8.565693319
0.570281124,0.341365462,0.088353414,-8.557204742
0.56626506,0.341365462,0.092369478,-8.538446226
0.562248996,0.341365462,0.096385542,-8.542092909
0.558232932,0.341365462,0.100401606,-8.53531015
0.554216867,0.341365462,0.104417671,-8.547408459
0.550200803,0.341365462,0.108433735,-8.542396877
0.546184739,0.341365462,0.112449799,-8.551379156
0.542168675,0.341365462,0.116465863,-8.565604947
0.53815261,0.341365462,0.120481928,-8.596517277
0.534136546,0.341365462,0.124497992,-8.619325446
0.530120482,0.341365462,0.128514056,-8.633626062
0.526104418,0.341365462,0.13253012,-8.693953183
0.522088353,0.341365462,0.136546185,-8.696502412
0.518072289,0.341365462,0.140562249,-8.71701103
0.514056225,0.341365462,0.144578313,-8.728287203
0.510040161,0.341365462,0.148594378,-8.721847394
0.506024096,0.341365462,0.152610442,-8.715009767
0.502008032,0.341365462,0.156626506,-8.71558547
0.497991968,0.341365462,0.16064257,-8.717539059
0.493975904,0.341365462,0.164658635,-8.732150928
0.489959839,0.341365462,0.168674699,-8.769163468
0.485943775,0.341365462,0.172690763,-8.790173132
0.481927711,0.341365462,0.176706827,-8.912094955
0.477911647,0.341365462,0.180722892,-8.958864924
0.473895582,0.341365462,0.184738956,-9.05069529
0.469879518,0.341365462,0.18875502,-9.057958058
0.465863454,0.341365462,0.192771084,-9.120356235
0.46184739,0.341365462,0.196787149,-9.154984314
0.457831325,0.341365462,0.200803213,-9.201581952
0.453815261,0.341365462,0.204819277,-9.304218565
0.449799197,0.341365462,0.208835341,-9.334934757
0.445783133,0.341365462,0.212851406,-9.365625852
0.441767068,0.341365462,0.21686747,-9.409404797
0.437751004,0.341365462,0.220883534,-9.432144457
0.43373494,0.341365462,0.224899598,-9.484015574
0.429718876,0.341365462,0.228915663,-9.625518868
0.425702811,0.341365462,0.232931727,-9.712588939
0.421686747,0.341365462,0.236947791,-9.712588939
0.417670683,0.341365462,0.240963855,-9.721658688
0.413654618,0.341365462,0.24497992,-9.756304659
0.409638554,0.341365462,0.248995984,-9.775436538
0.40562249,0.341365462,0.253012048,-9.787693509
0.401606426,0.341365462,0.257028112,-9.820047413
0.397590361,0.341365462,0.261044177,-9.813131477
0.393574297,0.341365462,0.265060241,-9.817030335
0.389558233,0.341365462,0.269076305,-9.724896665
0.385542169,0.341365462,0.273092369,-9.746313739
0.381526104,0.341365462,0.277108434,-9.713695202
0.37751004,0.341365462,0.281124498,-9.787372167
0.373493976,0.341365462,0.285140562,-9.828391831
0.369477912,0.341365462,0.289156627,-9.821210412
0.365461847,0.341365462,0.293172691,-9.822151616
0.361445783,0.341365462,0.297188755,-9.820101887
0.357429719,0.341365462,0.301204819,-9.730976804
0.353413655,0.341365462,0.305220884,-9.72658363
0.34939759,0.341365462,0.309236948,-9.67625504
0.345381526,0.341365462,0.313253012,-9.601638749
0.341365462,0.341365462,0.317269076,-9.474461207
0.337349398,0.341365462,0.321285141,-9.400432991
0.333333333,0.341365462,0.325301205,-9.359750181
0.329317269,0.341365462,0.329317269,-9.303699629
0.325301205,0.341365462,0.333333333,-9.302546216
0.321285141,0.341365462,0.337349398,-9.217360184
0.317269076,0.341365462,0.341365462,-9.197825688
0.313253012,0.341365462,0.345381526,-9.209813631
0.309236948,0.341365462,0.34939759,-9.198090449
0.305220884,0.341365462,0.353413655,-9.189248133
0.301204819,0.341365462,0.357429719,-9.114217868
0.297188755,0.341365462,0.361445783,-9.095605483
0.293172691,0.341365462,0.365461847,-8.987895756
0.289156627,0.341365462,0.369477912,-8.943921638
0.285140562,0.341365462,0.373493976,-8.92723045
0.281124498,0.341365462,0.37751004,-8.916143346
0.277108434,0.341365462,0.381526104,-8.895695674
0.273092369,0.341365462,0.385542169,-8.895653707
0.269076305,0.341365462,0.389558233,-8.891396671
0.265060241,0.341365462,0.393574297,-8.794289747
0.261044177,0.341365462,0.397590361,-8.857468851
0.257028112,0.341365462,0.401606426,-8.917168662
0.253012048,0.341365462,0.40562249,-8.950811934
0.248995984,0.341365462,0.409638554,-8.965944905
0.24497992,0.341365462,0.413654618,-8.971017781
0.240963855,0.341365462,0.417670683,-8.963591557
0.236947791,0.341365462,0.421686747,-8.967732462
0.232931727,0.341365462,0.425702811,-8.967732462
0.228915663,0.341365462,0.429718876,-9.015667229
0.224899598,0.341365462,0.43373494,-9.034414924
0.220883534,0.341365462,0.437751004,-9.036275393
0.21686747,0.341365462,0.441767068,-9.067943738
0.212851406,0.341365462,0.445783133,-9.077110716
0.208835341,0.341365462,0.449799197,-9.087552922
0.204819277,0.341365462,0.453815261,-9.089906595
0.200803213,0.341365462,0.457831325,-9.085606823
0.196787149,0.341365462,0.46184739,-9.096264388
0.192771084,0.341365462,0.465863454,-9.095097962
0.18875502,0.341365462,0.469879518,-9.086559866
0.184738956,0.341365462,0.473895582,-9.090141904
0.180722892,0.341365462,0.477911647,-9.090162332
0.176706827,0.341365462,0.481927711,-9.09516931
0.172690763,0.341365462,0.485943775,-9.09824782
0.168674699,0.341365462,0.489959839,-9.09623242
0.164658635,0.341365462,0.493975904,-9.104363409
0.16064257,0.341365462,0.497991968,-9.110025508
0.156626506,0.341365462,0.502008032,-9.120454092
0.152610442,0.341365462,0.506024096,-9.128855184
0.148594378,0.341365462,0.510040161,-9.127480705
0.144578313,0.341365462,0.514056225,-9.145405153
0.140562249,0.341365462,0.518072289,-9.192528603
0.136546185,0.341365462,0.522088353,-9.647887891
0.13253012,0.341365462,0.526104418,-9.786469752
0.128514056,0.341365462,0.530120482,-9.880173758
0.124497992,0.341365462,0.534136546,-10.24192525
0.120481928,0.341365462,0.53815261,-10.2936592
0.116465863,0.341365462,0.542168675,-10.2936592
0.112449799,0.341365462,0.546184739,-10.29725549
0.108433735,0.341365462,0.550200803,-10.28348798
0.104417671,0.341365462,0.554216867,-10.28187357
0.100401606,0.341365462,0.558232932,-10.27843484
0.096385542,0.341365462,0.562248996,-10.26462044
0.092369478,0.341365462,0.56626506,-10.26354629
0.088353414,0.341365462,0.570281124,-10.26244207
0.084337349,0.341365462,0.574297189,-10.26429776
0.080321285,0.341365462,0.578313253,-10.27144687
0.076305221,0.341365462,0.582329317,-10.27144687
0.072289157,0.341365462,0.586345382,-10.27144687
0.068273092,0.341365462,0.590361446,-10.30007318
0.064257028,0.341365462,0.59437751,-10.30697703
0.060240964,0.341365462,0.598393574,-10.37585996
0.0562249,0.341365462,0.602409639,-10.37722384
0.052208835,0.341365462,0.606425703,-10.38956621
0.048192771,0.341365462,0.610441767,-10.3929937
0.044176707,0.341365462,0.614457831,-10.39644092
0.040160643,0.341365462,0.618473896,-10.41917245
0.036144578,0.341365462,0.62248996,-10.42259639
0.032128514,0.341365462,0.626506024,-10.42259639
0.02811245,0.341365462,0.630522088,-10.42259639
0.024096386,0.341365462,0.634538153,-10.42259639
0.020080321,0.341365462,0.638554217,-10.42259639
0.016064257,0.341365462,0.642570281,-10.42259639
0.012048193,0.341365462,0.646586345,-10.42259639
0.008032129,0.341365462,0.65060241,-10.42259639
0.004016064,0.341365462,0.654618474,-10.42259639
0,0.341365462,0.658634538,-10.42259639
0.654618474,0.345381526,0,-10.28814527
0.65060241,0.345381526,0.004016064,-10.08849823
0.646586345,0.345381526,0.008032129,-9.629891871
0.642570281,0.345381526,0.012048193,-9.560857027
0.638554217,0.345381526,0.016064257,-9.510280247
0.634538153,0.345381526,0.020080321,-9.493867035
0.630522088,0.345381526,0.024096386,-9.461940262
0.626506024,0.345381526,0.02811245,-9.446444508
0.62248996,0.345381526,0.032128514,-9.446338245
0.618473896,0.345381526,0.036144578,-9.396520657
0.614457831,0.345381526,0.040160643,-9.380009738
0.610441767,0.345381526,0.044176707,-9.308966038
0.606425703,0.345381526,0.048192771,-9.282347281
0.602409639,0.345381526,0.052208835,-9.26948235
0.598393574,0.345381526,0.0562249,-9.160745632
0.59437751,0.345381526,0.060240964,-9.122830654
0.590361446,0.345381526,0.064257028,-9.096169975
0.586345382,0.345381526,0.068273092,-9.062350618
0.582329317,0.345381526,0.072289157,-8.829568374
0.578313253,0.345381526,0.076305221,-8.810475953
0.574297189,0.345381526,0.080321285,-8.565693319
0.570281124,0.345381526,0.084337349,-8.557204742
0.56626506,0.345381526,0.088353414,-8.538446226
0.562248996,0.345381526,0.092369478,-8.542092909
0.558232932,0.345381526,0.096385542,-8.53531015
0.554216867,0.345381526,0.100401606,-8.547408459
0.550200803,0.345381526,0.104417671,-8.542396877
0.546184739,0.345381526,0.108433735,-8.551379156
0.542168675,0.345381526,0.112449799,-8.565604947
0.53815261,0.345381526,0.116465863,-8.596517277
0.534136546,0.345381526,0.120481928,-8.63157769
0.530120482,0.345381526,0.124497992,-8.627237888
0.526104418,0.345381526,0.128514056,-8.684876066
0.522088353,0.345381526,0.13253012,-8.702177167
0.518072289,0.345381526,0.136546185,-8.704120605
0.514056225,0.345381526,0.140562249,-8.728272831
0.510040161,0.345381526,0.144578313,-8.726644593
0.506024096,0.345381526,0.148594378,-8.71506245
0.502008032,0.345381526,0.152610442,-8.719275811
0.497991968,0.345381526,0.156626506,-8.729519605
0.493975904,0.345381526,0.16064257,-8.745069625
0.489959839,0.345381526,0.164658635,-8.771960567
0.485943775,0.345381526,0.168674699,-8.779238658
0.481927711,0.345381526,0.172690763,-8.908258642
0.477911647,0.345381526,0.176706827,-8.92480076
0.473895582,0.345381526,0.180722892,-9.048203608
0.469879518,0.345381526,0.184738956,-9.061805661
0.465863454,0.345381526,0.18875502,-9.072354202
0.46184739,0.345381526,0.192771084,-9.124697422
0.457831325,0.345381526,0.196787149,-9.167742867
0.453815261,0.345381526,0.200803213,-9.249467253
0.449799197,0.345381526,0.204819277,-9.308929343
0.445783133,0.345381526,0.208835341,-9.333406662
0.441767068,0.345381526,0.212851406,-9.388380557
0.437751004,0.345381526,0.21686747,-9.426200906
0.43373494,0.345381526,0.220883534,-9.440292514
0.429718876,0.345381526,0.224899598,-9.601772013
0.425702811,0.345381526,0.228915663,-9.683243224
0.421686747,0.345381526,0.232931727,-9.713851284
0.417670683,0.345381526,0.236947791,-9.722162767
0.413654618,0.345381526,0.240963855,-9.722921033
0.409638554,0.345381526,0.24497992,-9.770979954
0.40562249,0.345381526,0.248995984,-9.776698882
0.401606426,0.345381526,0.253012048,-9.798033449
0.397590361,0.345381526,0.257028112,-9.809462553
0.393574297,0.345381526,0.261044177,-9.820751261
0.389558233,0.345381526,0.265060241,-9.803434401
0.385542169,0.345381526,0.269076305,-9.737372911
0.381526104,0.345381526,0.273092369,-9.768355072
0.37751004,0.345381526,0.277108434,-9.793666274
0.373493976,0.345381526,0.281124498,-9.814030641
0.369477912,0.345381526,0.285140562,-9.830315155
0.365461847,0.345381526,0.289156627,-9.823405517
0.361445783,0.345381526,0.293172691,-9.827970171
0.357429719,0.345381526,0.297188755,-9.828046222
0.353413655,0.345381526,0.301204819,-9.728387615
0.34939759,0.345381526,0.305220884,-9.715101452
0.345381526,0.345381526,0.309236948,-9.652894758
0.341365462,0.345381526,0.313253012,-9.532967294
0.337349398,0.345381526,0.317269076,-9.461830532
0.333333333,0.345381526,0.321285141,-9.379206789
0.329317269,0.345381526,0.325301205,-9.325255559
0.325301205,0.345381526,0.329317269,-9.302546216
0.321285141,0.345381526,0.333333333,-9.261704727
0.317269076,0.345381526,0.337349398,-9.223808629
0.313253012,0.345381526,0.341365462,-9.21437726
0.309236948,0.345381526,0.345381526,-9.207162758
0.305220884,0.345381526,0.34939759,-9.205441526
0.301204819,0.345381526,0.353413655,-9.189248133
0.297188755,0.345381526,0.357429719,-9.112935373
0.293172691,0.345381526,0.361445783,-9.073856396
0.289156627,0.345381526,0.365461847,-8.982445962
0.285140562,0.345381526,0.369477912,-8.925265176
0.281124498,0.345381526,0.373493976,-8.927295598
0.277108434,0.345381526,0.37751004,-8.915651492
0.273092369,0.345381526,0.381526104,-8.895653707
0.269076305,0.345381526,0.385542169,-8.9020974
0.265060241,0.345381526,0.389558233,-8.89359312
0.261044177,0.345381526,0.393574297,-8.85928146
0.257028112,0.345381526,0.397590361,-8.915044598
0.253012048,0.345381526,0.401606426,-8.948380613
0.248995984,0.345381526,0.40562249,-8.9552052
0.24497992,0.345381526,0.409638554,-8.963616024
0.240963855,0.345381526,0.413654618,-8.96152402
0.236947791,0.345381526,0.417670683,-8.963683111
0.232931727,0.345381526,0.421686747,-8.967732462
0.228915663,0.345381526,0.425702811,-9.005434011
0.224899598,0.345381526,0.429718876,-9.024600329
0.220883534,0.345381526,0.43373494,-9.034414924
0.21686747,0.345381526,0.437751004,-9.056636352
0.212851406,0.345381526,0.441767068,-9.067943738
0.208835341,0.345381526,0.445783133,-9.077291946
0.204819277,0.345381526,0.449799197,-9.087552922
0.200803213,0.345381526,0.453815261,-9.091862819
0.196787149,0.345381526,0.457831325,-9.096264388
0.192771084,0.345381526,0.46184739,-9.092815269
0.18875502,0.345381526,0.465863454,-9.086559866
0.184738956,0.345381526,0.469879518,-9.086559866
0.180722892,0.345381526,0.473895582,-9.090162332
0.176706827,0.345381526,0.477911647,-9.093390656
0.172690763,0.345381526,0.481927711,-9.094317509
0.168674699,0.345381526,0.485943775,-9.089344661
0.164658635,0.345381526,0.489959839,-9.100530899
0.16064257,0.345381526,0.493975904,-9.106006876
0.156626506,0.345381526,0.497991968,-9.120454092
0.152610442,0.345381526,0.502008032,-9.128855184
0.148594378,0.345381526,0.506024096,-9.127480705
0.144578313,0.345381526,0.510040161,-9.145405153
0.140562249,0.345381526,0.514056225,-9.145405153
0.136546185,0.345381526,0.518072289,-9.18730061
0.13253012,0.345381526,0.522088353,-9.601109473
0.128514056,0.345381526,0.526104418,-9.735031211
0.124497992,0.345381526,0.530120482,-9.835126861
0.120481928,0.345381526,0.534136546,-10.19390905
0.116465863,0.345381526,0.53815261,-10.245643
0.112449799,0.345381526,0.542168675,-10.245643
0.108433735,0.345381526,0.546184739,-10.24923929
0.104417671,0.345381526,0.550200803,-10.23547178
0.100401606,0.345381526,0.554216867,-10.23385737
0.096385542,0.345381526,0.558232932,-10.21660424
0.092369478,0.345381526,0.562248996,-10.21660424
0.088353414,0.345381526,0.56626506,-10.21553009
0.084337349,0.345381526,0.570281124,-10.21442587
0.080321285,0.345381526,0.574297189,-10.21628156
0.076305221,0.345381526,0.578313253,-10.22343067
0.072289157,0.345381526,0.582329317,-10.22343067
0.068273092,0.345381526,0.586345382,-10.22343067
0.064257028,0.345381526,0.590361446,-10.25205698
0.060240964,0.345381526,0.59437751,-10.25896083
0.0562249,0.345381526,0.598393574,-10.31788206
0.052208835,0.345381526,0.602409639,-10.31924594
0.048192771,0.345381526,0.606425703,-10.33158831
0.044176707,0.345381526,0.610441767,-10.3350158
0.040160643,0.345381526,0.614457831,-10.33846302
0.036144578,0.345381526,0.618473896,-10.36119455
0.032128514,0.345381526,0.62248996,-10.36461849
0.02811245,0.345381526,0.626506024,-10.36461849
0.024096386,0.345381526,0.630522088,-10.36461849
0.020080321,0.345381526,0.634538153,-10.36461849
0.016064257,0.345381526,0.638554217,-10.36461849
0.012048193,0.345381526,0.642570281,-10.36461849
0.008032129,0.345381526,0.646586345,-10.36461849
0.004016064,0.345381526,0.65060241,-10.36461849
1.11E-16,0.345381526,0.654618474,-10.36461849
0.65060241,0.34939759,0,-10.08849823
0.646586345,0.34939759,0.004016064,-9.629891871
0.642570281,0.34939759,0.008032129,-9.560857027
0.638554217,0.34939759,0.012048193,-9.510280247
0.634538153,0.34939759,0.016064257,-9.493867035
0.630522088,0.34939759,0.020080321,-9.461940262
0.626506024,0.34939759,0.024096386,-9.446444508
0.62248996,0.34939759,0.02811245,-9.446338245
0.618473896,0.34939759,0.032128514,-9.396520657
0.614457831,0.34939759,0.036144578,-9.380009738
0.610441767,0.34939759,0.040160643,-9.308966038
0.606425703,0.34939759,0.044176707,-9.282347281
0.602409639,0.34939759,0.048192771,-9.26948235
0.598393574,0.34939759,0.052208835,-9.160745632
0.59437751,0.34939759,0.0562249,-9.122830654
0.590361446,0.34939759,0.060240964,-9.096169975
0.586345382,0.34939759,0.064257028,-9.062350618
0.582329317,0.34939759,0.068273092,-8.829568374
0.578313253,0.34939759,0.072289157,-8.810475953
0.574297189,0.34939759,0.076305221,-8.565693319
0.570281124,0.34939759,0.080321285,-8.557204742
0.56626506,0.34939759,0.084337349,-8.538446226
0.562248996,0.34939759,0.088353414,-8.542092909
0.558232932,0.34939759,0.092369478,-8.53531015
0.554216867,0.34939759,0.096385542,-8.547408459
0.550200803,0.34939759,0.100401606,-8.542396877
0.546184739,0.34939759,0.104417671,-8.551379156
0.542168675,0.34939759,0.108433735,-8.565604947
0.53815261,0.34939759,0.112449799,-8.596517277
0.534136546,0.34939759,0.116465863,-8.63157769
0.530120482,0.34939759,0.120481928,-8.639490131
0.526104418,0.34939759,0.124497992,-8.678487891
0.522088353,0.34939759,0.128514056,-8.693100049
0.518072289,0.34939759,0.13253012,-8.709795359
0.514056225,0.34939759,0.136546185,-8.715382407
0.510040161,0.34939759,0.140562249,-8.726630221
0.506024096,0.34939759,0.144578313,-8.714999639
0.502008032,0.34939759,0.148594378,-8.714468485
0.497991968,0.34939759,0.152610442,-8.728349938
0.493975904,0.34939759,0.156626506,-8.752190162
0.489959839,0.34939759,0.16064257,-8.780019255
0.485943775,0.34939759,0.164658635,-8.777175748
0.481927711,0.34939759,0.168674699,-8.876755125
0.477911647,0.34939759,0.172690763,-8.916095994
0.473895582,0.34939759,0.176706827,-9.009270992
0.469879518,0.34939759,0.180722892,-9.054445527
0.465863454,0.34939759,0.184738956,-9.071333352
0.46184739,0.34939759,0.18875502,-9.071826935
0.457831325,0.34939759,0.192771084,-9.132587521
0.453815261,0.34939759,0.196787149,-9.210759715
0.449799197,0.34939759,0.200803213,-9.249309578
0.445783133,0.34939759,0.204819277,-9.302532795
0.441767068,0.34939759,0.208835341,-9.349916856
0.437751004,0.34939759,0.212851406,-9.399054313
0.43373494,0.34939759,0.21686747,-9.42822661
0.429718876,0.34939759,0.220883534,-9.562709633
0.425702811,0.34939759,0.224899598,-9.65710502
0.421686747,0.34939759,0.228915663,-9.683243224
0.417670683,0.34939759,0.232931727,-9.714530953
0.413654618,0.34939759,0.236947791,-9.722162767
0.409638554,0.34939759,0.240963855,-9.733846989
0.40562249,0.34939759,0.24497992,-9.770979954
0.401606426,0.34939759,0.248995984,-9.785776477
0.397590361,0.34939759,0.253012048,-9.772822015
0.393574297,0.34939759,0.257028112,-9.810950849
0.389558233,0.34939759,0.261044177,-9.805901427
0.385542169,0.34939759,0.265060241,-9.821968877
0.381526104,0.34939759,0.269076305,-9.758160344
0.37751004,0.34939759,0.273092369,-9.853059962
0.373493976,0.34939759,0.277108434,-9.818997635
0.369477912,0.34939759,0.281124498,-9.814700065
0.365461847,0.34939759,0.285140562,-9.831256359
0.361445783,0.34939759,0.289156627,-9.827970171
0.357429719,0.34939759,0.293172691,-9.834660605
0.353413655,0.34939759,0.297188755,-9.834958196
0.34939759,0.34939759,0.301204819,-9.721634832
0.345381526,0.34939759,0.305220884,-9.69048727
0.341365462,0.34939759,0.309236948,-9.583561888
0.337349398,0.34939759,0.313253012,-9.523144513
0.333333333,0.34939759,0.317269076,-9.44060433
0.329317269,0.34939759,0.321285141,-9.34852091
0.325301205,0.34939759,0.325301205,-9.324102146
0.321285141,0.34939759,0.329317269,-9.261704727
0.317269076,0.34939759,0.333333333,-9.264949147
0.313253012,0.34939759,0.337349398,-9.240360201
0.309236948,0.34939759,0.341365462,-9.211726387
0.305220884,0.34939759,0.345381526,-9.214513835
0.301204819,0.34939759,0.34939759,-9.205441526
0.297188755,0.34939759,0.353413655,-9.187965637
0.293172691,0.34939759,0.357429719,-9.091186285
0.289156627,0.34939759,0.361445783,-9.068406602
0.285140562,0.34939759,0.365461847,-8.959977317
0.281124498,0.34939759,0.369477912,-8.925330324
0.277108434,0.34939759,0.373493976,-8.926803744
0.273092369,0.34939759,0.37751004,-8.915609525
0.269076305,0.34939759,0.381526104,-8.9020974
0.265060241,0.34939759,0.385542169,-8.901080677
0.261044177,0.34939759,0.389558233,-8.915555457
0.257028112,0.34939759,0.393574297,-8.906582042
0.253012048,0.34939759,0.397590361,-8.931184553
0.248995984,0.34939759,0.401606426,-8.939705066
0.24497992,0.34939759,0.40562249,-8.939807505
0.240963855,0.34939759,0.409638554,-8.941053449
0.236947791,0.34939759,0.413654618,-8.94854676
0.232931727,0.34939759,0.417670683,-8.950614297
0.228915663,0.34939759,0.421686747,-8.992365198
0.224899598,0.34939759,0.425702811,-9.001298298
0.220883534,0.34939759,0.429718876,-9.011531516
0.21686747,0.34939759,0.43373494,-9.04170707
0.212851406,0.34939759,0.437751004,-9.043567539
0.208835341,0.34939759,0.441767068,-9.055056154
0.204819277,0.34939759,0.445783133,-9.064223132
0.200803213,0.34939759,0.449799197,-9.076440332
0.196787149,0.34939759,0.453815261,-9.089451571
0.192771084,0.34939759,0.457831325,-9.079746455
0.18875502,0.34939759,0.46184739,-9.074752766
0.184738956,0.34939759,0.465863454,-9.077035459
0.180722892,0.34939759,0.469879518,-9.077055888
0.176706827,0.34939759,0.473895582,-9.083866249
0.172690763,0.34939759,0.477911647,-9.083014448
0.168674699,0.34939759,0.481927711,-9.078683592
0.164658635,0.34939759,0.485943775,-9.098868582
0.16064257,0.34939759,0.489959839,-9.102174367
0.156626506,0.34939759,0.493975904,-9.11643546
0.152610442,0.34939759,0.497991968,-9.128855184
0.148594378,0.34939759,0.502008032,-9.127480705
0.144578313,0.34939759,0.506024096,-9.145405153
0.140562249,0.34939759,0.510040161,-9.145405153
0.136546185,0.34939759,0.514056225,-9.145405153
0.13253012,0.34939759,0.518072289,-9.180409719
0.128514056,0.34939759,0.522088353,-9.42691208
0.124497992,0.34939759,0.526104418,-9.567225462
0.120481928,0.34939759,0.530120482,-9.664351808
0.116465863,0.34939759,0.534136546,-10.023134
0.112449799,0.34939759,0.53815261,-10.07486794
0.108433735,0.34939759,0.542168675,-10.07486794
0.104417671,0.34939759,0.546184739,-10.08886637
0.100401606,0.34939759,0.550200803,-10.07509886
0.096385542,0.34939759,0.554216867,-10.06306536
0.092369478,0.34939759,0.558232932,-10.05962663
0.088353414,0.34939759,0.562248996,-10.05962663
0.084337349,0.34939759,0.56626506,-10.05855247
0.080321285,0.34939759,0.570281124,-10.05744825
0.076305221,0.34939759,0.574297189,-10.05930394
0.072289157,0.34939759,0.578313253,-10.06645305
0.068273092,0.34939759,0.582329317,-10.06645305
0.064257028,0.34939759,0.586345382,-10.06645305
0.060240964,0.34939759,0.590361446,-10.0949362
0.0562249,0.34939759,0.59437751,-10.10184005
0.052208835,0.34939759,0.598393574,-10.15390078
0.048192771,0.34939759,0.602409639,-10.15526466
0.044176707,0.34939759,0.606425703,-10.16760703
0.040160643,0.34939759,0.610441767,-10.17103451
0.036144578,0.34939759,0.614457831,-10.17448173
0.032128514,0.34939759,0.618473896,-10.19721326
0.02811245,0.34939759,0.62248996,-10.19721326
0.024096386,0.34939759,0.626506024,-10.19721326
0.020080321,0.34939759,0.630522088,-10.19721326
0.016064257,0.34939759,0.634538153,-10.19721326
0.012048193,0.34939759,0.638554217,-10.19721326
0.008032129,0.34939759,0.642570281,-10.19721326
0.004016064,0.34939759,0.646586345,-10.19721326
1.11E-16,0.34939759,0.65060241,-10.19721326
0.646586345,0.353413655,0,-9.629891871
0.642570281,0.353413655,0.004016064,-9.560857027
0.638554217,0.353413655,0.008032129,-9.510280247
0.634538153,0.353413655,0.012048193,-9.493867035
0.630522088,0.353413655,0.016064257,-9.461940262
0.626506024,0.353413655,0.020080321,-9.446444508
0.62248996,0.353413655,0.024096386,-9.446338245
0.618473896,0.353413655,0.02811245,-9.396520657
0.614457831,0.353413655,0.032128514,-9.380009738
0.610441767,0.353413655,0.036144578,-9.308966038
0.606425703,0.353413655,0.040160643,-9.282347281
0.602409639,0.353413655,0.044176707,-9.26948235
0.598393574,0.353413655,0.048192771,-9.160745632
0.59437751,0.353413655,0.052208835,-9.122830654
0.590361446,0.353413655,0.0562249,-9.096169975
0.586345382,0.353413655,0.060240964,-9.062350618
0.582329317,0.353413655,0.064257028,-8.829568374
0.578313253,0.353413655,0.068273092,-8.810475953
0.574297189,0.353413655,0.072289157,-8.565693319
0.570281124,0.353413655,0.076305221,-8.557204742
0.56626506,0.353413655,0.080321285,-8.538446226
0.562248996,0.353413655,0.084337349,-8.542092909
0.558232932,0.353413655,0.088353414,-8.53531015
0.554216867,0.353413655,0.092369478,-8.547408459
0.550200803,0.353413655,0.096385542,-8.542396877
0.546184739,0.353413655,0.100401606,-8.551379156
0.542168675,0.353413655,0.104417671,-8.565604947
0.53815261,0.353413655,0.108433735,-8.596517277
0.534136546,0.353413655,0.112449799,-8.63157769
0.530120482,0.353413655,0.116465863,-8.639490131
0.526104418,0.353413655,0.120481928,-8.687294046
0.522088353,0.353413655,0.124497992,-8.686711875
0.518072289,0.353413655,0.128514056,-8.700718242
0.514056225,0.353413655,0.13253012,-8.721057161
0.510040161,0.353413655,0.136546185,-8.716861268
0.506024096,0.353413655,0.140562249,-8.714985268
0.502008032,0.353413655,0.144578313,-8.714405674
0.497991968,0.353413655,0.148594378,-8.723542611
0.493975904,0.353413655,0.152610442,-8.751020494
0.489959839,0.353413655,0.156626506,-8.783395209
0.485943775,0.353413655,0.16064257,-8.790115869
0.481927711,0.353413655,0.164658635,-8.879573648
0.477911647,0.353413655,0.168674699,-8.884537621
0.473895582,0.353413655,0.172690763,-9.005447659
0.469879518,0.353413655,0.176706827,-9.020394344
0.465863454,0.353413655,0.180722892,-9.066440631
0.46184739,0.353413655,0.184738956,-9.073273499
0.457831325,0.353413655,0.18875502,-9.082184448
0.453815261,0.353413655,0.192771084,-9.178071782
0.449799197,0.353413655,0.196787149,-9.213069453
0.445783133,0.353413655,0.200803213,-9.245380444
0.441767068,0.353413655,0.204819277,-9.323883402
0.437751004,0.353413655,0.208835341,-9.360551839
0.43373494,0.353413655,0.212851406,-9.401041244
0.429718876,0.353413655,0.21686747,-9.56262601
0.425702811,0.353413655,0.220883534,-9.621251437
0.421686747,0.353413655,0.224899598,-9.65710502
0.417670683,0.353413655,0.228915663,-9.68864564
0.413654618,0.353413655,0.232931727,-9.724141585
0.409638554,0.353413655,0.236947791,-9.745187327
0.40562249,0.353413655,0.240963855,-9.743457621
0.401606426,0.353413655,0.24497992,-9.789668181
0.397590361,0.353413655,0.248995984,-9.751377488
0.393574297,0.353413655,0.253012048,-9.783920943
0.389558233,0.353413655,0.257028112,-9.808071474
0.385542169,0.353413655,0.261044177,-9.839117853
0.381526104,0.353413655,0.265060241,-9.850299303
0.37751004,0.353413655,0.269076305,-9.852344062
0.373493976,0.353413655,0.273092369,-9.885605577
0.369477912,0.353413655,0.277108434,-9.824386714
0.365461847,0.353413655,0.281124498,-9.820360924
0.361445783,0.353413655,0.285140562,-9.840540668
0.357429719,0.353413655,0.289156627,-9.839380261
0.353413655,0.353413655,0.293172691,-9.846292235
0.34939759,0.353413655,0.297188755,-9.830268438
0.345381526,0.353413655,0.301204819,-9.697020649
0.341365462,0.353413655,0.305220884,-9.622520551
0.337349398,0.353413655,0.309236948,-9.573739107
0.333333333,0.353413655,0.313253012,-9.504799694
0.329317269,0.353413655,0.317269076,-9.413051311
0.325301205,0.353413655,0.321285141,-9.347367497
0.321285141,0.353413655,0.325301205,-9.280979187
