Mn,Fe,Co,log(k*)400ºC (cm/s)
0.136546185,0.072289157,0.791164659,-8.920016077
0.13253012,0.072289157,0.795180723,-8.920016077
0.128514056,0.072289157,0.799196787,-8.914209252
0.124497992,0.072289157,0.803212851,-8.903736955
0.120481928,0.072289157,0.807228916,-8.903064461
0.116465863,0.072289157,0.81124498,-8.903064461
0.112449799,0.072289157,0.815261044,-8.903064461
0.108433735,0.072289157,0.819277108,-8.903064461
0.104417671,0.072289157,0.823293173,-8.903064461
0.100401606,0.072289157,0.827309237,-8.903064461
0.096385542,0.072289157,0.831325301,-8.903064461
0.092369478,0.072289157,0.835341365,-8.903064461
0.088353414,0.072289157,0.83935743,-8.903064461
0.084337349,0.072289157,0.843373494,-8.903064461
0.080321285,0.072289157,0.847389558,-8.903064461
0.076305221,0.072289157,0.851405622,-8.903064461
0.072289157,0.072289157,0.855421687,-8.903064461
0.068273092,0.072289157,0.859437751,-8.903064461
0.064257028,0.072289157,0.863453815,-8.903064461
0.060240964,0.072289157,0.86746988,-8.903064461
0.0562249,0.072289157,0.871485944,-8.903064461
0.052208835,0.072289157,0.875502008,-8.903064461
0.048192771,0.072289157,0.879518072,-8.903064461
0.044176707,0.072289157,0.883534137,-8.903064461
0.040160643,0.072289157,0.887550201,-8.903064461
0.036144578,0.072289157,0.891566265,-8.903064461
0.032128514,0.072289157,0.895582329,-8.903064461
0.02811245,0.072289157,0.899598394,-8.903064461
0.024096386,0.072289157,0.903614458,-8.903064461
0.020080321,0.072289157,0.907630522,-8.903064461
0.016064257,0.072289157,0.911646586,-8.903064461
0.012048193,0.072289157,0.915662651,-8.903064461
0.008032129,0.072289157,0.919678715,-8.903064461
0.004016064,0.072289157,0.923694779,-8.903064461
1.11E-16,0.072289157,0.927710843,-8.903064461
0.923694779,0.076305221,0,-11.07653917
0.919678715,0.076305221,0.004016064,-11.07653917
0.915662651,0.076305221,0.008032129,-11.07653917
0.911646586,0.076305221,0.012048193,-11.07653917
0.907630522,0.076305221,0.016064257,-11.07653917
0.903614458,0.076305221,0.020080321,-11.07653917
0.899598394,0.076305221,0.024096386,-11.07653917
0.895582329,0.076305221,0.02811245,-11.07653917
0.891566265,0.076305221,0.032128514,-11.07653917
0.887550201,0.076305221,0.036144578,-11.07653917
0.883534137,0.076305221,0.040160643,-11.07653917
0.879518072,0.076305221,0.044176707,-11.07653917
0.875502008,0.076305221,0.048192771,-11.07653917
0.871485944,0.076305221,0.052208835,-11.07653917
0.86746988,0.076305221,0.0562249,-11.07653917
0.863453815,0.076305221,0.060240964,-11.07653917
0.859437751,0.076305221,0.064257028,-11.07653917
0.855421687,0.076305221,0.068273092,-11.07653917
0.851405622,0.076305221,0.072289157,-11.07653917
0.847389558,0.076305221,0.076305221,-11.07653917
0.843373494,0.076305221,0.080321285,-11.07653917
0.83935743,0.076305221,0.084337349,-11.07653917
0.835341365,0.076305221,0.088353414,-11.07653917
0.831325301,0.076305221,0.092369478,-11.07653917
0.827309237,0.076305221,0.096385542,-11.07653917
0.823293173,0.076305221,0.100401606,-11.07653917
0.819277108,0.076305221,0.104417671,-11.07653917
0.815261044,0.076305221,0.108433735,-11.07653917
0.81124498,0.076305221,0.112449799,-11.07653917
0.807228916,0.076305221,0.116465863,-11.07653917
0.803212851,0.076305221,0.120481928,-11.07653917
0.799196787,0.076305221,0.124497992,-11.07653917
0.795180723,0.076305221,0.128514056,-11.07653917
0.791164659,0.076305221,0.13253012,-11.07653917
0.787148594,0.076305221,0.136546185,-11.07634916
0.78313253,0.076305221,0.140562249,-11.07634916
0.779116466,0.076305221,0.144578313,-11.07634916
0.775100402,0.076305221,0.148594378,-11.07634916
0.771084337,0.076305221,0.152610442,-11.07634916
0.767068273,0.076305221,0.156626506,-11.07634916
0.763052209,0.076305221,0.16064257,-11.07634916
0.759036145,0.076305221,0.164658635,-11.07634916
0.75502008,0.076305221,0.168674699,-11.07634916
0.751004016,0.076305221,0.172690763,-11.07634916
0.746987952,0.076305221,0.176706827,-11.07634916
0.742971888,0.076305221,0.180722892,-11.07634916
0.738955823,0.076305221,0.184738956,-11.07634916
0.734939759,0.076305221,0.18875502,-11.07592068
0.730923695,0.076305221,0.192771084,-11.07592068
0.726907631,0.076305221,0.196787149,-11.07519406
0.722891566,0.076305221,0.200803213,-11.07519406
0.718875502,0.076305221,0.204819277,-11.07519406
0.714859438,0.076305221,0.208835341,-11.07519406
0.710843373,0.076305221,0.212851406,-11.07519406
0.706827309,0.076305221,0.21686747,-11.07519406
0.702811245,0.076305221,0.220883534,-11.07519406
0.698795181,0.076305221,0.224899598,-11.07519406
0.694779116,0.076305221,0.228915663,-11.07519406
0.690763052,0.076305221,0.232931727,-11.07519406
0.686746988,0.076305221,0.236947791,-11.07519406
0.682730924,0.076305221,0.240963855,-11.0732258
0.678714859,0.076305221,0.24497992,-11.0732258
0.674698795,0.076305221,0.248995984,-11.0732258
0.670682731,0.076305221,0.253012048,-11.07010025
0.666666667,0.076305221,0.257028112,-11.06894306
0.662650602,0.076305221,0.261044177,-11.06435753
0.658634538,0.076305221,0.265060241,-11.05340923
0.654618474,0.076305221,0.269076305,-11.03092727
0.65060241,0.076305221,0.273092369,-11.00039951
0.646586345,0.076305221,0.277108434,-10.89646685
0.642570281,0.076305221,0.281124498,-10.88852828
0.638554217,0.076305221,0.285140562,-10.88219893
0.634538153,0.076305221,0.289156627,-10.87118116
0.630522088,0.076305221,0.293172691,-10.87016412
0.626506024,0.076305221,0.297188755,-10.83881036
0.62248996,0.076305221,0.301204819,-10.80654147
0.618473896,0.076305221,0.305220884,-10.77400741
0.614457831,0.076305221,0.309236948,-10.69083584
0.610441767,0.076305221,0.313253012,-10.56869259
0.606425703,0.076305221,0.317269076,-10.48909065
0.602409639,0.076305221,0.321285141,-10.46918846
0.598393574,0.076305221,0.325301205,-10.43690764
0.59437751,0.076305221,0.329317269,-10.43151933
0.590361446,0.076305221,0.333333333,-10.43151933
0.586345382,0.076305221,0.337349398,-10.41645228
0.582329317,0.076305221,0.341365462,-10.39257961
0.578313253,0.076305221,0.345381526,-10.37472036
0.574297189,0.076305221,0.34939759,-10.3037128
0.570281124,0.076305221,0.353413655,-10.29124796
0.56626506,0.076305221,0.357429719,-10.24189005
0.562248996,0.076305221,0.361445783,-10.23907373
0.558232932,0.076305221,0.365461847,-10.23529662
0.554216867,0.076305221,0.369477912,-10.20998528
0.550200803,0.076305221,0.373493976,-10.19866954
0.546184739,0.076305221,0.37751004,-10.18988801
0.542168675,0.076305221,0.381526104,-10.19105267
0.53815261,0.076305221,0.385542169,-10.19105267
0.534136546,0.076305221,0.389558233,-10.17568147
0.530120482,0.076305221,0.393574297,-10.14938373
0.526104418,0.076305221,0.397590361,-10.13788223
0.522088353,0.076305221,0.401606426,-10.13416567
0.518072289,0.076305221,0.40562249,-10.12420712
0.514056225,0.076305221,0.409638554,-10.11228203
0.510040161,0.076305221,0.413654618,-10.09482196
0.506024096,0.076305221,0.417670683,-10.0844973
0.502008032,0.076305221,0.421686747,-10.08243232
0.497991968,0.076305221,0.425702811,-10.06943391
0.493975904,0.076305221,0.429718876,-10.06659985
0.489959839,0.076305221,0.43373494,-9.997526167
0.485943775,0.076305221,0.437751004,-9.995435755
0.481927711,0.076305221,0.441767068,-9.957738921
0.477911647,0.076305221,0.445783133,-9.946582743
0.473895582,0.076305221,0.449799197,-9.945441678
0.469879518,0.076305221,0.453815261,-9.944611423
0.465863454,0.076305221,0.457831325,-9.921366887
0.46184739,0.076305221,0.46184739,-9.918894588
0.457831325,0.076305221,0.465863454,-9.918894588
0.453815261,0.076305221,0.469879518,-9.914613155
0.449799197,0.076305221,0.473895582,-9.910411957
0.445783133,0.076305221,0.477911647,-9.904844365
0.441767068,0.076305221,0.481927711,-9.904844365
0.437751004,0.076305221,0.485943775,-9.889332689
0.43373494,0.076305221,0.489959839,-9.854271487
0.429718876,0.076305221,0.493975904,-9.844341214
0.425702811,0.076305221,0.497991968,-9.838589663
0.421686747,0.076305221,0.502008032,-9.83832812
0.417670683,0.076305221,0.506024096,-9.828295526
0.413654618,0.076305221,0.510040161,-9.826689041
0.409638554,0.076305221,0.514056225,-9.819316962
0.40562249,0.076305221,0.518072289,-9.789333847
0.401606426,0.076305221,0.522088353,-9.47716167
0.397590361,0.076305221,0.526104418,-9.391373943
0.393574297,0.076305221,0.530120482,-9.340691113
0.389558233,0.076305221,0.534136546,-9.211285302
0.385542169,0.076305221,0.53815261,-9.187413875
0.381526104,0.076305221,0.542168675,-9.187413875
0.37751004,0.076305221,0.546184739,-9.187413875
0.373493976,0.076305221,0.550200803,-9.182528399
0.369477912,0.076305221,0.554216867,-9.182528399
0.365461847,0.076305221,0.558232932,-9.180127944
0.361445783,0.076305221,0.562248996,-9.180127944
0.357429719,0.076305221,0.56626506,-9.180127944
0.353413655,0.076305221,0.570281124,-9.180127944
0.34939759,0.076305221,0.574297189,-9.178653435
0.345381526,0.076305221,0.578313253,-9.178653435
0.341365462,0.076305221,0.582329317,-9.176271023
0.337349398,0.076305221,0.586345382,-9.174681448
0.333333333,0.076305221,0.590361446,-9.17341631
0.329317269,0.076305221,0.59437751,-9.172465458
0.325301205,0.076305221,0.598393574,-9.157833177
0.321285141,0.076305221,0.602409639,-9.142152382
0.317269076,0.076305221,0.606425703,-9.138089121
0.313253012,0.076305221,0.610441767,-9.132284854
0.309236948,0.076305221,0.614457831,-9.12626464
0.305220884,0.076305221,0.618473896,-9.123209316
0.301204819,0.076305221,0.62248996,-9.118891232
0.297188755,0.076305221,0.626506024,-9.118891232
0.293172691,0.076305221,0.630522088,-9.115416732
0.289156627,0.076305221,0.634538153,-9.113177184
0.285140562,0.076305221,0.638554217,-9.112449575
0.281124498,0.076305221,0.642570281,-9.112449575
0.277108434,0.076305221,0.646586345,-9.100975317
0.273092369,0.076305221,0.65060241,-9.095720674
0.269076305,0.076305221,0.654618474,-9.095720674
0.265060241,0.076305221,0.658634538,-9.095720674
0.261044177,0.076305221,0.662650602,-9.094259626
0.257028112,0.076305221,0.666666667,-9.094259626
0.253012048,0.076305221,0.670682731,-9.094259626
0.248995984,0.076305221,0.674698795,-9.094259626
0.24497992,0.076305221,0.678714859,-9.094259626
0.240963855,0.076305221,0.682730924,-9.090259438
0.236947791,0.076305221,0.686746988,-9.085524428
0.232931727,0.076305221,0.690763052,-9.066699343
0.228915663,0.076305221,0.694779116,-9.066699343
0.224899598,0.076305221,0.698795181,-9.055636279
0.220883534,0.076305221,0.702811245,-9.055636279
0.21686747,0.076305221,0.706827309,-9.04617212
0.212851406,0.076305221,0.710843373,-9.043685651
0.208835341,0.076305221,0.714859438,-9.041449209
0.204819277,0.076305221,0.718875502,-9.039100721
0.200803213,0.076305221,0.722891566,-9.035120464
0.196787149,0.076305221,0.726907631,-9.016900454
0.192771084,0.076305221,0.730923695,-9.016004005
0.18875502,0.076305221,0.734939759,-9.012911731
0.184738956,0.076305221,0.738955823,-9.012911731
0.180722892,0.076305221,0.742971888,-9.007343537
0.176706827,0.076305221,0.746987952,-8.956155198
0.172690763,0.076305221,0.751004016,-8.951620961
0.168674699,0.076305221,0.75502008,-8.941721303
0.164658635,0.076305221,0.759036145,-8.935618925
0.16064257,0.076305221,0.763052209,-8.927206324
0.156626506,0.076305221,0.767068273,-8.924103072
0.152610442,0.076305221,0.771084337,-8.924103072
0.148594378,0.076305221,0.775100402,-8.924103072
0.144578313,0.076305221,0.779116466,-8.920828273
0.140562249,0.076305221,0.78313253,-8.920828273
0.136546185,0.076305221,0.787148594,-8.920016077
0.13253012,0.076305221,0.791164659,-8.920016077
0.128514056,0.076305221,0.795180723,-8.914209252
0.124497992,0.076305221,0.799196787,-8.903736955
0.120481928,0.076305221,0.803212851,-8.903064461
0.116465863,0.076305221,0.807228916,-8.903064461
0.112449799,0.076305221,0.81124498,-8.903064461
0.108433735,0.076305221,0.815261044,-8.903064461
0.104417671,0.076305221,0.819277108,-8.903064461
0.100401606,0.076305221,0.823293173,-8.903064461
0.096385542,0.076305221,0.827309237,-8.903064461
0.092369478,0.076305221,0.831325301,-8.903064461
0.088353414,0.076305221,0.835341365,-8.903064461
0.084337349,0.076305221,0.83935743,-8.903064461
0.080321285,0.076305221,0.843373494,-8.903064461
0.076305221,0.076305221,0.847389558,-8.903064461
0.072289157,0.076305221,0.851405622,-8.903064461
0.068273092,0.076305221,0.855421687,-8.903064461
0.064257028,0.076305221,0.859437751,-8.903064461
0.060240964,0.076305221,0.863453815,-8.903064461
0.0562249,0.076305221,0.86746988,-8.903064461
0.052208835,0.076305221,0.871485944,-8.903064461
0.048192771,0.076305221,0.875502008,-8.903064461
0.044176707,0.076305221,0.879518072,-8.903064461
0.040160643,0.076305221,0.883534137,-8.903064461
0.036144578,0.076305221,0.887550201,-8.903064461
0.032128514,0.076305221,0.891566265,-8.903064461
0.02811245,0.076305221,0.895582329,-8.903064461
0.024096386,0.076305221,0.899598394,-8.903064461
0.020080321,0.076305221,0.903614458,-8.903064461
0.016064257,0.076305221,0.907630522,-8.903064461
0.012048193,0.076305221,0.911646586,-8.903064461
0.008032129,0.076305221,0.915662651,-8.903064461
0.004016064,0.076305221,0.919678715,-8.903064461
1.11E-16,0.076305221,0.923694779,-8.903064461
0.919678715,0.080321285,0,-11.07653917
0.915662651,0.080321285,0.004016064,-11.07653917
0.911646586,0.080321285,0.008032129,-11.07653917
0.907630522,0.080321285,0.012048193,-11.07653917
0.903614458,0.080321285,0.016064257,-11.07653917
0.899598394,0.080321285,0.020080321,-11.07653917
0.895582329,0.080321285,0.024096386,-11.07653917
0.891566265,0.080321285,0.02811245,-11.07653917
0.887550201,0.080321285,0.032128514,-11.07653917
0.883534137,0.080321285,0.036144578,-11.07653917
0.879518072,0.080321285,0.040160643,-11.07653917
0.875502008,0.080321285,0.044176707,-11.07653917
0.871485944,0.080321285,0.048192771,-11.07653917
0.86746988,0.080321285,0.052208835,-11.07653917
0.863453815,0.080321285,0.0562249,-11.07653917
0.859437751,0.080321285,0.060240964,-11.07653917
0.855421687,0.080321285,0.064257028,-11.07653917
0.851405622,0.080321285,0.068273092,-11.07653917
0.847389558,0.080321285,0.072289157,-11.07653917
0.843373494,0.080321285,0.076305221,-11.07653917
0.83935743,0.080321285,0.080321285,-11.07653917
0.835341365,0.080321285,0.084337349,-11.07653917
0.831325301,0.080321285,0.088353414,-11.07653917
0.827309237,0.080321285,0.092369478,-11.07653917
0.823293173,0.080321285,0.096385542,-11.07653917
0.819277108,0.080321285,0.100401606,-11.07653917
0.815261044,0.080321285,0.104417671,-11.07653917
0.81124498,0.080321285,0.108433735,-11.07653917
0.807228916,0.080321285,0.112449799,-11.07653917
0.803212851,0.080321285,0.116465863,-11.07653917
0.799196787,0.080321285,0.120481928,-11.07653917
0.795180723,0.080321285,0.124497992,-11.07653917
0.791164659,0.080321285,0.128514056,-11.07653917
0.787148594,0.080321285,0.13253012,-11.07653917
0.78313253,0.080321285,0.136546185,-11.07634916
0.779116466,0.080321285,0.140562249,-11.07634916
0.775100402,0.080321285,0.144578313,-11.07634916
0.771084337,0.080321285,0.148594378,-11.07634916
0.767068273,0.080321285,0.152610442,-11.07634916
0.763052209,0.080321285,0.156626506,-11.07634916
0.759036145,0.080321285,0.16064257,-11.07634916
0.75502008,0.080321285,0.164658635,-11.07634916
0.751004016,0.080321285,0.168674699,-11.07634916
0.746987952,0.080321285,0.172690763,-11.07634916
0.742971888,0.080321285,0.176706827,-11.07634916
0.738955823,0.080321285,0.180722892,-11.07634916
0.734939759,0.080321285,0.184738956,-11.07634916
0.730923695,0.080321285,0.18875502,-11.07592068
0.726907631,0.080321285,0.192771084,-11.07592068
0.722891566,0.080321285,0.196787149,-11.07519406
0.718875502,0.080321285,0.200803213,-11.07519406
0.714859438,0.080321285,0.204819277,-11.07519406
0.710843373,0.080321285,0.208835341,-11.07519406
0.706827309,0.080321285,0.212851406,-11.07519406
0.702811245,0.080321285,0.21686747,-11.07519406
0.698795181,0.080321285,0.220883534,-11.07519406
0.694779116,0.080321285,0.224899598,-11.07519406
0.690763052,0.080321285,0.228915663,-11.07519406
0.686746988,0.080321285,0.232931727,-11.07519406
0.682730924,0.080321285,0.236947791,-11.0732258
0.678714859,0.080321285,0.240963855,-11.0732258
0.674698795,0.080321285,0.24497992,-11.0732258
0.670682731,0.080321285,0.248995984,-11.0732258
0.666666667,0.080321285,0.253012048,-11.06894306
0.662650602,0.080321285,0.257028112,-11.06435753
0.658634538,0.080321285,0.261044177,-11.05677003
0.654618474,0.080321285,0.265060241,-11.04157803
0.65060241,0.080321285,0.269076305,-11.00204058
0.646586345,0.080321285,0.273092369,-10.93150885
0.642570281,0.080321285,0.277108434,-10.88852828
0.638554217,0.080321285,0.281124498,-10.88219893
0.634538153,0.080321285,0.285140562,-10.87887612
0.630522088,0.080321285,0.289156627,-10.87016412
0.626506024,0.080321285,0.293172691,-10.87191813
0.62248996,0.080321285,0.297188755,-10.83807822
0.618473896,0.080321285,0.301204819,-10.78322359
0.614457831,0.080321285,0.305220884,-10.77035946
0.610441767,0.080321285,0.309236948,-10.67652223
0.606425703,0.080321285,0.313253012,-10.56710164
0.602409639,0.080321285,0.317269076,-10.48166914
0.598393574,0.080321285,0.321285141,-10.44326968
0.59437751,0.080321285,0.325301205,-10.4309884
0.590361446,0.080321285,0.329317269,-10.43151933
0.586345382,0.080321285,0.333333333,-10.41645228
0.582329317,0.080321285,0.337349398,-10.39257961
0.578313253,0.080321285,0.341365462,-10.38449633
0.574297189,0.080321285,0.345381526,-10.30334716
0.570281124,0.080321285,0.34939759,-10.29869035
0.56626506,0.080321285,0.353413655,-10.28503019
0.562248996,0.080321285,0.357429719,-10.24632266
0.558232932,0.080321285,0.361445783,-10.24548592
0.554216867,0.080321285,0.365461847,-10.23542416
0.550200803,0.080321285,0.369477912,-10.20317436
0.546184739,0.080321285,0.373493976,-10.19802326
0.542168675,0.080321285,0.37751004,-10.18988801
0.53815261,0.080321285,0.381526104,-10.19105267
0.534136546,0.080321285,0.385542169,-10.18971891
0.530120482,0.080321285,0.389558233,-10.17424866
0.526104418,0.080321285,0.393574297,-10.13946759
0.522088353,0.080321285,0.397590361,-10.13577164
0.518072289,0.080321285,0.401606426,-10.13056262
0.514056225,0.080321285,0.40562249,-10.11228203
0.510040161,0.080321285,0.409638554,-10.09482196
0.506024096,0.080321285,0.413654618,-10.0844973
0.502008032,0.080321285,0.417670683,-10.08243232
0.497991968,0.080321285,0.421686747,-10.07399598
0.493975904,0.080321285,0.425702811,-10.06659985
0.489959839,0.080321285,0.429718876,-10.00251898
0.485943775,0.080321285,0.43373494,-9.995435755
0.481927711,0.080321285,0.437751004,-9.960113376
0.477911647,0.080321285,0.441767068,-9.955973345
0.473895582,0.080321285,0.445783133,-9.945441678
0.469879518,0.080321285,0.449799197,-9.944611423
0.465863454,0.080321285,0.453815261,-9.921366887
0.46184739,0.080321285,0.457831325,-9.920671906
0.457831325,0.080321285,0.46184739,-9.918894588
0.453815261,0.080321285,0.465863454,-9.914613155
0.449799197,0.080321285,0.469879518,-9.910411957
0.445783133,0.080321285,0.473895582,-9.910315027
0.441767068,0.080321285,0.477911647,-9.904844365
0.437751004,0.080321285,0.481927711,-9.898383102
0.43373494,0.080321285,0.485943775,-9.858505217
0.429718876,0.080321285,0.489959839,-9.849903575
0.425702811,0.080321285,0.493975904,-9.844341214
0.421686747,0.080321285,0.497991968,-9.83832812
0.417670683,0.080321285,0.502008032,-9.828295526
0.413654618,0.080321285,0.506024096,-9.826689041
0.409638554,0.080321285,0.510040161,-9.819316962
0.40562249,0.080321285,0.514056225,-9.819316962
0.401606426,0.080321285,0.518072289,-9.789333847
0.397590361,0.080321285,0.522088353,-9.461060043
0.393574297,0.080321285,0.526104418,-9.384140279
0.389558233,0.080321285,0.530120482,-9.337747071
0.385542169,0.080321285,0.534136546,-9.211285302
0.381526104,0.080321285,0.53815261,-9.187413875
0.37751004,0.080321285,0.542168675,-9.187413875
0.373493976,0.080321285,0.546184739,-9.187413875
0.369477912,0.080321285,0.550200803,-9.182528399
0.365461847,0.080321285,0.554216867,-9.182528399
0.361445783,0.080321285,0.558232932,-9.180127944
0.357429719,0.080321285,0.562248996,-9.180127944
0.353413655,0.080321285,0.56626506,-9.180127944
0.34939759,0.080321285,0.570281124,-9.180127944
0.345381526,0.080321285,0.574297189,-9.178653435
0.341365462,0.080321285,0.578313253,-9.176271023
0.337349398,0.080321285,0.582329317,-9.176271023
0.333333333,0.080321285,0.586345382,-9.174681448
0.329317269,0.080321285,0.590361446,-9.17341631
0.325301205,0.080321285,0.59437751,-9.172465458
0.321285141,0.080321285,0.598393574,-9.157833177
0.317269076,0.080321285,0.602409639,-9.142152382
0.313253012,0.080321285,0.606425703,-9.138089121
0.309236948,0.080321285,0.610441767,-9.132284854
0.305220884,0.080321285,0.614457831,-9.125118752
0.301204819,0.080321285,0.618473896,-9.123209316
0.297188755,0.080321285,0.62248996,-9.118891232
0.293172691,0.080321285,0.626506024,-9.115416732
0.289156627,0.080321285,0.630522088,-9.114115906
0.285140562,0.080321285,0.634538153,-9.112449575
0.281124498,0.080321285,0.638554217,-9.112449575
0.277108434,0.080321285,0.642570281,-9.108922559
0.273092369,0.080321285,0.646586345,-9.098587735
0.269076305,0.080321285,0.65060241,-9.095720674
0.265060241,0.080321285,0.654618474,-9.095720674
0.261044177,0.080321285,0.658634538,-9.095720674
0.257028112,0.080321285,0.662650602,-9.094259626
0.253012048,0.080321285,0.666666667,-9.094259626
0.248995984,0.080321285,0.670682731,-9.094259626
0.24497992,0.080321285,0.674698795,-9.094259626
0.240963855,0.080321285,0.678714859,-9.09210178
0.236947791,0.080321285,0.682730924,-9.085524428
0.232931727,0.080321285,0.686746988,-9.066699343
0.228915663,0.080321285,0.690763052,-9.066699343
0.224899598,0.080321285,0.694779116,-9.055636279
0.220883534,0.080321285,0.698795181,-9.055636279
0.21686747,0.080321285,0.702811245,-9.04617212
0.212851406,0.080321285,0.706827309,-9.043685651
0.208835341,0.080321285,0.710843373,-9.041449209
0.204819277,0.080321285,0.714859438,-9.041449209
0.200803213,0.080321285,0.718875502,-9.039100721
0.196787149,0.080321285,0.722891566,-9.029310459
0.192771084,0.080321285,0.726907631,-9.016004005
0.18875502,0.080321285,0.730923695,-9.016004005
0.184738956,0.080321285,0.734939759,-9.012911731
0.180722892,0.080321285,0.738955823,-9.012478293
0.176706827,0.080321285,0.742971888,-9.007343537
0.172690763,0.080321285,0.746987952,-8.956155198
0.168674699,0.080321285,0.751004016,-8.951620961
0.164658635,0.080321285,0.75502008,-8.941721303
0.16064257,0.080321285,0.759036145,-8.935618925
0.156626506,0.080321285,0.763052209,-8.927206324
0.152610442,0.080321285,0.767068273,-8.924103072
0.148594378,0.080321285,0.771084337,-8.924103072
0.144578313,0.080321285,0.775100402,-8.920828273
0.140562249,0.080321285,0.779116466,-8.920828273
0.136546185,0.080321285,0.78313253,-8.920016077
0.13253012,0.080321285,0.787148594,-8.920016077
0.128514056,0.080321285,0.791164659,-8.914209252
0.124497992,0.080321285,0.795180723,-8.903736955
0.120481928,0.080321285,0.799196787,-8.903064461
0.116465863,0.080321285,0.803212851,-8.903064461
0.112449799,0.080321285,0.807228916,-8.903064461
0.108433735,0.080321285,0.81124498,-8.903064461
0.104417671,0.080321285,0.815261044,-8.903064461
0.100401606,0.080321285,0.819277108,-8.903064461
0.096385542,0.080321285,0.823293173,-8.903064461
0.092369478,0.080321285,0.827309237,-8.903064461
0.088353414,0.080321285,0.831325301,-8.903064461
0.084337349,0.080321285,0.835341365,-8.903064461
0.080321285,0.080321285,0.83935743,-8.903064461
0.076305221,0.080321285,0.843373494,-8.903064461
0.072289157,0.080321285,0.847389558,-8.903064461
0.068273092,0.080321285,0.851405622,-8.903064461
0.064257028,0.080321285,0.855421687,-8.903064461
0.060240964,0.080321285,0.859437751,-8.903064461
0.0562249,0.080321285,0.863453815,-8.903064461
0.052208835,0.080321285,0.86746988,-8.903064461
0.048192771,0.080321285,0.871485944,-8.903064461
0.044176707,0.080321285,0.875502008,-8.903064461
0.040160643,0.080321285,0.879518072,-8.903064461
0.036144578,0.080321285,0.883534137,-8.903064461
0.032128514,0.080321285,0.887550201,-8.903064461
0.02811245,0.080321285,0.891566265,-8.903064461
0.024096386,0.080321285,0.895582329,-8.903064461
0.020080321,0.080321285,0.899598394,-8.903064461
0.016064257,0.080321285,0.903614458,-8.903064461
0.012048193,0.080321285,0.907630522,-8.903064461
0.008032129,0.080321285,0.911646586,-8.903064461
0.004016064,0.080321285,0.915662651,-8.903064461
1.11E-16,0.080321285,0.919678715,-8.903064461
0.915662651,0.084337349,0,-11.07653917
0.911646586,0.084337349,0.004016064,-11.07653917
0.907630522,0.084337349,0.008032129,-11.07653917
0.903614458,0.084337349,0.012048193,-11.07653917
0.899598394,0.084337349,0.016064257,-11.07653917
0.895582329,0.084337349,0.020080321,-11.07653917
0.891566265,0.084337349,0.024096386,-11.07653917
0.887550201,0.084337349,0.02811245,-11.07653917
0.883534137,0.084337349,0.032128514,-11.07653917
0.879518072,0.084337349,0.036144578,-11.07653917
0.875502008,0.084337349,0.040160643,-11.07653917
0.871485944,0.084337349,0.044176707,-11.07653917
0.86746988,0.084337349,0.048192771,-11.07653917
0.863453815,0.084337349,0.052208835,-11.07653917
0.859437751,0.084337349,0.0562249,-11.07653917
0.855421687,0.084337349,0.060240964,-11.07653917
0.851405622,0.084337349,0.064257028,-11.07653917
0.847389558,0.084337349,0.068273092,-11.07653917
0.843373494,0.084337349,0.072289157,-11.07653917
0.83935743,0.084337349,0.076305221,-11.07653917
0.835341365,0.084337349,0.080321285,-11.07653917
0.831325301,0.084337349,0.084337349,-11.07653917
0.827309237,0.084337349,0.088353414,-11.07653917
0.823293173,0.084337349,0.092369478,-11.07653917
0.819277108,0.084337349,0.096385542,-11.07653917
0.815261044,0.084337349,0.100401606,-11.07653917
0.81124498,0.084337349,0.104417671,-11.07653917
0.807228916,0.084337349,0.108433735,-11.07653917
0.803212851,0.084337349,0.112449799,-11.07653917
0.799196787,0.084337349,0.116465863,-11.07653917
0.795180723,0.084337349,0.120481928,-11.07653917
0.791164659,0.084337349,0.124497992,-11.07653917
0.787148594,0.084337349,0.128514056,-11.07653917
0.78313253,0.084337349,0.13253012,-11.07653917
0.779116466,0.084337349,0.136546185,-11.07634916
0.775100402,0.084337349,0.140562249,-11.07634916
0.771084337,0.084337349,0.144578313,-11.07634916
0.767068273,0.084337349,0.148594378,-11.07634916
0.763052209,0.084337349,0.152610442,-11.07634916
0.759036145,0.084337349,0.156626506,-11.07634916
0.75502008,0.084337349,0.16064257,-11.07634916
0.751004016,0.084337349,0.164658635,-11.07634916
0.746987952,0.084337349,0.168674699,-11.07634916
0.742971888,0.084337349,0.172690763,-11.07634916
0.738955823,0.084337349,0.176706827,-11.07634916
0.734939759,0.084337349,0.180722892,-11.07634916
0.730923695,0.084337349,0.184738956,-11.07634916
0.726907631,0.084337349,0.18875502,-11.07592068
0.722891566,0.084337349,0.192771084,-11.07592068
0.718875502,0.084337349,0.196787149,-11.07519406
0.714859438,0.084337349,0.200803213,-11.07519406
0.710843373,0.084337349,0.204819277,-11.07519406
0.706827309,0.084337349,0.208835341,-11.07519406
0.702811245,0.084337349,0.212851406,-11.07519406
0.698795181,0.084337349,0.21686747,-11.07519406
0.694779116,0.084337349,0.220883534,-11.07519406
0.690763052,0.084337349,0.224899598,-11.07519406
0.686746988,0.084337349,0.228915663,-11.07519406
0.682730924,0.084337349,0.232931727,-11.0732258
0.678714859,0.084337349,0.236947791,-11.0732258
0.674698795,0.084337349,0.240963855,-11.0732258
0.670682731,0.084337349,0.24497992,-11.0732258
0.666666667,0.084337349,0.248995984,-11.07206861
