Mn,Fe,Co,Oxygen Diffusion Coefficient - log(D*)_400C (cm^2/s)
0.353413655,0.156626506,0.489959839,-14.0163282
0.34939759,0.156626506,0.493975904,-13.97450665
0.345381526,0.156626506,0.497991968,-13.962856
0.341365462,0.156626506,0.502008032,-13.91316325
0.337349398,0.156626506,0.506024096,-13.88552978
0.333333333,0.156626506,0.510040161,-13.8757751
0.329317269,0.156626506,0.514056225,-13.85699497
0.325301205,0.156626506,0.518072289,-13.800087
0.321285141,0.156626506,0.522088353,-13.62647834
0.317269076,0.156626506,0.526104418,-13.58957505
0.313253012,0.156626506,0.530120482,-13.56924048
0.309236948,0.156626506,0.534136546,-13.50025208
0.305220884,0.156626506,0.53815261,-13.47833823
0.301204819,0.156626506,0.542168675,-13.47833823
0.297188755,0.156626506,0.546184739,-13.47833823
0.293172691,0.156626506,0.550200803,-13.46139686
0.289156627,0.156626506,0.554216867,-13.45943727
0.285140562,0.156626506,0.558232932,-13.45255913
0.281124498,0.156626506,0.562248996,-13.45255913
0.277108434,0.156626506,0.56626506,-13.44622216
0.273092369,0.156626506,0.570281124,-13.44384304
0.269076305,0.156626506,0.574297189,-13.44162179
0.265060241,0.156626506,0.578313253,-13.44162179
0.261044177,0.156626506,0.582329317,-13.44162179
0.257028112,0.156626506,0.586345382,-13.4392272
0.253012048,0.156626506,0.590361446,-13.43732136
0.248995984,0.156626506,0.59437751,-13.43588896
0.24497992,0.156626506,0.598393574,-13.41447535
0.240963855,0.156626506,0.602409639,-13.38292893
0.236947791,0.156626506,0.606425703,-13.37034068
0.232931727,0.156626506,0.610441767,-13.32541797
0.228915663,0.156626506,0.614457831,-13.31597767
0.224899598,0.156626506,0.618473896,-13.29473458
0.220883534,0.156626506,0.62248996,-13.28934457
0.21686747,0.156626506,0.626506024,-13.27706498
0.212851406,0.156626506,0.630522088,-13.2722648
0.208835341,0.156626506,0.634538153,-13.26748163
0.204819277,0.156626506,0.638554217,-13.26748163
0.200803213,0.156626506,0.642570281,-13.26748163
0.196787149,0.156626506,0.646586345,-13.24746507
0.192771084,0.156626506,0.65060241,-13.24179559
0.18875502,0.156626506,0.654618474,-13.24179559
0.184738956,0.156626506,0.658634538,-13.24179559
0.180722892,0.156626506,0.662650602,-13.24022773
0.176706827,0.156626506,0.666666667,-13.24022773
0.172690763,0.156626506,0.670682731,-13.24022773
0.168674699,0.156626506,0.674698795,-13.23881835
0.164658635,0.156626506,0.678714859,-13.23881835
0.16064257,0.156626506,0.682730924,-13.23741943
0.156626506,0.156626506,0.686746988,-13.23627911
0.152610442,0.156626506,0.690763052,-13.23627911
0.148594378,0.156626506,0.694779116,-13.235462
0.144578313,0.156626506,0.698795181,-13.23052875
0.140562249,0.156626506,0.702811245,-13.23052875
0.136546185,0.156626506,0.706827309,-13.22930523
0.13253012,0.156626506,0.710843373,-13.22793916
0.128514056,0.156626506,0.714859438,-13.22036959
0.124497992,0.156626506,0.718875502,-13.201056
0.120481928,0.156626506,0.722891566,-13.19337414
0.116465863,0.156626506,0.726907631,-13.17410669
0.112449799,0.156626506,0.730923695,-13.17305536
0.108433735,0.156626506,0.734939759,-13.16945077
0.104417671,0.156626506,0.738955823,-13.16904282
0.100401606,0.156626506,0.742971888,-13.16034349
0.096385542,0.156626506,0.746987952,-13.0841393
0.092369478,0.156626506,0.751004016,-13.07828042
0.088353414,0.156626506,0.75502008,-13.06066328
0.084337349,0.156626506,0.759036145,-13.04926836
0.080321285,0.156626506,0.763052209,-13.03810528
0.076305221,0.156626506,0.767068273,-13.03303347
0.072289157,0.156626506,0.771084337,-13.0310738
0.068273092,0.156626506,0.775100402,-13.0310738
0.064257028,0.156626506,0.779116466,-13.0310738
0.060240964,0.156626506,0.78313253,-13.0310738
0.0562249,0.156626506,0.787148594,-13.0310738
0.052208835,0.156626506,0.791164659,-13.0310738
0.048192771,0.156626506,0.795180723,-13.0310738
0.044176707,0.156626506,0.799196787,-13.0310738
0.040160643,0.156626506,0.803212851,-13.0310738
0.036144578,0.156626506,0.807228916,-13.0310738
0.032128514,0.156626506,0.81124498,-13.0310738
0.02811245,0.156626506,0.815261044,-13.0310738
0.024096386,0.156626506,0.819277108,-13.0310738
0.020080321,0.156626506,0.823293173,-13.0310738
0.016064257,0.156626506,0.827309237,-13.0310738
0.012048193,0.156626506,0.831325301,-13.0310738
0.008032129,0.156626506,0.835341365,-13.0310738
0.004016064,0.156626506,0.83935743,-13.0310738
1.11E-16,0.156626506,0.843373494,-13.0310738
0.83935743,0.16064257,0,-16.16058438
0.835341365,0.16064257,0.004016064,-16.16058438
0.831325301,0.16064257,0.008032129,-16.16058438
0.827309237,0.16064257,0.012048193,-16.16058438
0.823293173,0.16064257,0.016064257,-16.16058438
0.819277108,0.16064257,0.020080321,-16.16058438
0.815261044,0.16064257,0.024096386,-16.16058438
0.81124498,0.16064257,0.02811245,-16.16058438
0.807228916,0.16064257,0.032128514,-16.16058438
0.803212851,0.16064257,0.036144578,-16.16058438
0.799196787,0.16064257,0.040160643,-16.16058438
0.795180723,0.16064257,0.044176707,-16.16058438
0.791164659,0.16064257,0.048192771,-16.16058438
0.787148594,0.16064257,0.052208835,-16.16058438
0.78313253,0.16064257,0.0562249,-16.16058438
0.779116466,0.16064257,0.060240964,-16.16058438
0.775100402,0.16064257,0.064257028,-16.16058438
0.771084337,0.16064257,0.068273092,-16.16058438
0.767068273,0.16064257,0.072289157,-16.16058438
0.763052209,0.16064257,0.076305221,-16.16058438
0.759036145,0.16064257,0.080321285,-16.16058438
0.75502008,0.16064257,0.084337349,-16.16058438
0.751004016,0.16064257,0.088353414,-16.16058438
0.746987952,0.16064257,0.092369478,-16.16058438
0.742971888,0.16064257,0.096385542,-16.16058438
0.738955823,0.16064257,0.100401606,-16.16058438
0.734939759,0.16064257,0.104417671,-16.16058438
0.730923695,0.16064257,0.108433735,-16.16058438
0.726907631,0.16064257,0.112449799,-16.16058438
0.722891566,0.16064257,0.116465863,-16.16058438
0.718875502,0.16064257,0.120481928,-16.16058438
0.714859438,0.16064257,0.124497992,-16.16058438
0.710843373,0.16064257,0.128514056,-16.16058438
0.706827309,0.16064257,0.13253012,-16.16058438
0.702811245,0.16064257,0.136546185,-16.16017935
0.698795181,0.16064257,0.140562249,-16.16017935
0.694779116,0.16064257,0.144578313,-16.16017935
0.690763052,0.16064257,0.148594378,-16.16017935
0.686746988,0.16064257,0.152610442,-16.16017935
0.682730924,0.16064257,0.156626506,-16.15784271
0.678714859,0.16064257,0.16064257,-16.15784271
0.674698795,0.16064257,0.164658635,-16.15784271
0.670682731,0.16064257,0.168674699,-16.15784271
0.666666667,0.16064257,0.172690763,-16.15652211
0.662650602,0.16064257,0.176706827,-16.15125972
0.658634538,0.16064257,0.180722892,-16.13967448
0.654618474,0.16064257,0.184738956,-16.12760335
0.65060241,0.16064257,0.18875502,-16.10099688
0.646586345,0.16064257,0.192771084,-16.05101839
0.642570281,0.16064257,0.196787149,-16.05763927
0.638554217,0.16064257,0.200803213,-16.04814603
0.634538153,0.16064257,0.204819277,-16.05706388
0.630522088,0.16064257,0.208835341,-16.06678527
0.626506024,0.16064257,0.212851406,-16.07043619
0.62248996,0.16064257,0.21686747,-16.07284852
0.618473896,0.16064257,0.220883534,-16.07385492
0.614457831,0.16064257,0.224899598,-16.07564286
0.610441767,0.16064257,0.228915663,-16.06887294
0.606425703,0.16064257,0.232931727,-16.06026952
0.602409639,0.16064257,0.236947791,-16.05397805
0.598393574,0.16064257,0.240963855,-16.02966549
0.59437751,0.16064257,0.24497992,-16.02245083
0.590361446,0.16064257,0.248995984,-16.00953952
0.586345382,0.16064257,0.253012048,-15.98321044
0.582329317,0.16064257,0.257028112,-15.89630856
0.578313253,0.16064257,0.261044177,-15.87157735
0.574297189,0.16064257,0.265060241,-15.68481968
0.570281124,0.16064257,0.269076305,-15.65452949
0.56626506,0.16064257,0.273092369,-15.62289225
0.562248996,0.16064257,0.277108434,-15.60162229
0.558232932,0.16064257,0.281124498,-15.64123947
0.554216867,0.16064257,0.285140562,-15.64912248
0.550200803,0.16064257,0.289156627,-15.62070259
0.546184739,0.16064257,0.293172691,-15.62043969
0.542168675,0.16064257,0.297188755,-15.57285431
0.53815261,0.16064257,0.301204819,-15.52010241
0.534136546,0.16064257,0.305220884,-15.49793898
0.530120482,0.16064257,0.309236948,-15.38582974
0.526104418,0.16064257,0.313253012,-15.24203863
0.522088353,0.16064257,0.317269076,-15.15324164
0.518072289,0.16064257,0.321285141,-15.14054129
0.514056225,0.16064257,0.325301205,-15.12004121
0.510040161,0.16064257,0.329317269,-15.09116042
0.506024096,0.16064257,0.333333333,-15.07892624
0.502008032,0.16064257,0.337349398,-15.05305301
0.497991968,0.16064257,0.341365462,-15.04524925
0.493975904,0.16064257,0.345381526,-15.02033336
0.489959839,0.16064257,0.34939759,-14.92442293
0.485943775,0.16064257,0.353413655,-14.90079767
0.481927711,0.16064257,0.357429719,-14.77882865
0.477911647,0.16064257,0.361445783,-14.7588143
0.473895582,0.16064257,0.365461847,-14.7413013
0.469879518,0.16064257,0.369477912,-14.70130707
0.465863454,0.16064257,0.373493976,-14.66515635
0.46184739,0.16064257,0.37751004,-14.64851933
0.457831325,0.16064257,0.381526104,-14.65102082
0.453815261,0.16064257,0.385542169,-14.65008588
0.449799197,0.16064257,0.389558233,-14.62301199
0.445783133,0.16064257,0.393574297,-14.56537406
0.441767068,0.16064257,0.397590361,-14.56318728
0.437751004,0.16064257,0.401606426,-14.55361408
0.43373494,0.16064257,0.40562249,-14.50334271
0.429718876,0.16064257,0.409638554,-14.49433687
0.425702811,0.16064257,0.413654618,-14.49268859
0.421686747,0.16064257,0.417670683,-14.49212192
0.417670683,0.16064257,0.421686747,-14.47061122
0.413654618,0.16064257,0.425702811,-14.46309524
0.409638554,0.16064257,0.429718876,-14.45286468
0.40562249,0.16064257,0.43373494,-14.44496271
0.401606426,0.16064257,0.437751004,-14.44320266
0.397590361,0.16064257,0.441767068,-14.37274143
0.393574297,0.16064257,0.445783133,-14.34161055
0.389558233,0.16064257,0.449799197,-14.31738986
0.385542169,0.16064257,0.453815261,-14.29051336
0.381526104,0.16064257,0.457831325,-14.25632354
0.37751004,0.16064257,0.46184739,-14.15456071
0.373493976,0.16064257,0.465863454,-14.11119769
0.369477912,0.16064257,0.469879518,-14.09240668
0.365461847,0.16064257,0.473895582,-14.0746062
0.361445783,0.16064257,0.477911647,-14.0690181
0.357429719,0.16064257,0.481927711,-14.05040457
0.353413655,0.16064257,0.485943775,-14.02734828
0.34939759,0.16064257,0.489959839,-13.98247129
0.345381526,0.16064257,0.493975904,-13.96875027
0.341365462,0.16064257,0.497991968,-13.91316325
0.337349398,0.16064257,0.502008032,-13.88552978
0.333333333,0.16064257,0.506024096,-13.8757751
0.329317269,0.16064257,0.510040161,-13.85699497
0.325301205,0.16064257,0.514056225,-13.81868599
0.321285141,0.16064257,0.518072289,-13.77509801
0.317269076,0.16064257,0.522088353,-13.63658844
0.313253012,0.16064257,0.526104418,-13.59933674
0.309236948,0.16064257,0.530120482,-13.58027132
0.305220884,0.16064257,0.534136546,-13.50865002
0.301204819,0.16064257,0.53815261,-13.48825343
0.297188755,0.16064257,0.542168675,-13.48825343
0.293172691,0.16064257,0.546184739,-13.47787408
0.289156627,0.16064257,0.550200803,-13.46661677
0.285140562,0.16064257,0.554216867,-13.46552069
0.281124498,0.16064257,0.558232932,-13.45973863
0.277108434,0.16064257,0.562248996,-13.45340166
0.273092369,0.16064257,0.56626506,-13.45102254
0.269076305,0.16064257,0.570281124,-13.45102254
0.265060241,0.16064257,0.574297189,-13.44691784
0.261044177,0.16064257,0.578313253,-13.44691784
0.257028112,0.16064257,0.582329317,-13.44691784
0.253012048,0.16064257,0.586345382,-13.44452325
0.248995984,0.16064257,0.590361446,-13.44261741
0.24497992,0.16064257,0.59437751,-13.44118501
0.240963855,0.16064257,0.598393574,-13.41364083
0.236947791,0.16064257,0.602409639,-13.38109201
0.232931727,0.16064257,0.606425703,-13.34094276
0.228915663,0.16064257,0.610441767,-13.33071402
0.224899598,0.16064257,0.614457831,-13.30290707
0.220883534,0.16064257,0.618473896,-13.30003063
0.21686747,0.16064257,0.62248996,-13.28236103
0.212851406,0.16064257,0.626506024,-13.27756085
0.208835341,0.16064257,0.630522088,-13.2741918
0.204819277,0.16064257,0.634538153,-13.27277768
0.200803213,0.16064257,0.638554217,-13.27277768
0.196787149,0.16064257,0.642570281,-13.26402529
0.192771084,0.16064257,0.646586345,-13.25141068
0.18875502,0.16064257,0.65060241,-13.24709164
0.184738956,0.16064257,0.654618474,-13.24709164
0.180722892,0.16064257,0.658634538,-13.2464387
0.176706827,0.16064257,0.662650602,-13.24552378
0.172690763,0.16064257,0.666666667,-13.24552378
0.168674699,0.16064257,0.670682731,-13.24221019
0.164658635,0.16064257,0.674698795,-13.24221019
0.16064257,0.16064257,0.678714859,-13.24221019
0.156626506,0.16064257,0.682730924,-13.23967094
0.152610442,0.16064257,0.686746988,-13.23967094
0.148594378,0.16064257,0.690763052,-13.23885383
0.144578313,0.16064257,0.694779116,-13.23474324
0.140562249,0.16064257,0.698795181,-13.23474324
0.136546185,0.16064257,0.702811245,-13.23201999
0.13253012,0.16064257,0.706827309,-13.23202944
0.128514056,0.16064257,0.710843373,-13.22308435
0.124497992,0.16064257,0.714859438,-13.20818089
0.120481928,0.16064257,0.718875502,-13.20426041
0.116465863,0.16064257,0.722891566,-13.19824188
0.112449799,0.16064257,0.726907631,-13.1779231
0.108433735,0.16064257,0.730923695,-13.1779231
0.104417671,0.16064257,0.734939759,-13.17391056
0.100401606,0.16064257,0.738955823,-13.17294638
0.096385542,0.16064257,0.742971888,-13.16615389
0.092369478,0.16064257,0.746987952,-13.09084247
0.088353414,0.16064257,0.751004016,-13.08561497
0.084337349,0.16064257,0.75502008,-13.06460632
0.080321285,0.16064257,0.759036145,-13.05621729
0.076305221,0.16064257,0.763052209,-13.04495447
0.072289157,0.16064257,0.767068273,-13.03802274
0.068273092,0.16064257,0.771084337,-13.03802274
0.064257028,0.16064257,0.775100402,-13.03802274
0.060240964,0.16064257,0.779116466,-13.03802274
0.0562249,0.16064257,0.78313253,-13.03802274
0.052208835,0.16064257,0.787148594,-13.03802274
0.048192771,0.16064257,0.791164659,-13.03802274
0.044176707,0.16064257,0.795180723,-13.03802274
0.040160643,0.16064257,0.799196787,-13.03802274
0.036144578,0.16064257,0.803212851,-13.03802274
0.032128514,0.16064257,0.807228916,-13.03802274
0.02811245,0.16064257,0.81124498,-13.03802274
0.024096386,0.16064257,0.815261044,-13.03802274
0.020080321,0.16064257,0.819277108,-13.03802274
0.016064257,0.16064257,0.823293173,-13.03802274
0.012048193,0.16064257,0.827309237,-13.03802274
0.008032129,0.16064257,0.831325301,-13.03802274
0.004016064,0.16064257,0.835341365,-13.03802274
1.11E-16,0.16064257,0.83935743,-13.03802274
0.835341365,0.164658635,0,-16.16058438
0.831325301,0.164658635,0.004016064,-16.16058438
0.827309237,0.164658635,0.008032129,-16.16058438
0.823293173,0.164658635,0.012048193,-16.16058438
0.819277108,0.164658635,0.016064257,-16.16058438
0.815261044,0.164658635,0.020080321,-16.16058438
0.81124498,0.164658635,0.024096386,-16.16058438
0.807228916,0.164658635,0.02811245,-16.16058438
0.803212851,0.164658635,0.032128514,-16.16058438
0.799196787,0.164658635,0.036144578,-16.16058438
0.795180723,0.164658635,0.040160643,-16.16058438
0.791164659,0.164658635,0.044176707,-16.16058438
0.787148594,0.164658635,0.048192771,-16.16058438
0.78313253,0.164658635,0.052208835,-16.16058438
0.779116466,0.164658635,0.0562249,-16.16058438
0.775100402,0.164658635,0.060240964,-16.16058438
0.771084337,0.164658635,0.064257028,-16.16058438
0.767068273,0.164658635,0.068273092,-16.16058438
0.763052209,0.164658635,0.072289157,-16.16058438
0.759036145,0.164658635,0.076305221,-16.16058438
0.75502008,0.164658635,0.080321285,-16.16058438
0.751004016,0.164658635,0.084337349,-16.16058438
0.746987952,0.164658635,0.088353414,-16.16058438
0.742971888,0.164658635,0.092369478,-16.16058438
0.738955823,0.164658635,0.096385542,-16.16058438
0.734939759,0.164658635,0.100401606,-16.16058438
0.730923695,0.164658635,0.104417671,-16.16058438
0.726907631,0.164658635,0.108433735,-16.16058438
0.722891566,0.164658635,0.112449799,-16.16058438
0.718875502,0.164658635,0.116465863,-16.16058438
0.714859438,0.164658635,0.120481928,-16.16058438
0.710843373,0.164658635,0.124497992,-16.16058438
0.706827309,0.164658635,0.128514056,-16.16058438
0.702811245,0.164658635,0.13253012,-16.16058438
0.698795181,0.164658635,0.136546185,-16.16017935
0.694779116,0.164658635,0.140562249,-16.16017935
0.690763052,0.164658635,0.144578313,-16.16017935
0.686746988,0.164658635,0.148594378,-16.16017935
0.682730924,0.164658635,0.152610442,-16.15784271
0.678714859,0.164658635,0.156626506,-16.15784271
0.674698795,0.164658635,0.16064257,-16.15784271
0.670682731,0.164658635,0.164658635,-16.15784271
0.666666667,0.164658635,0.168674699,-16.15652211
0.662650602,0.164658635,0.172690763,-16.15125972
0.658634538,0.164658635,0.176706827,-16.13967448
0.654618474,0.164658635,0.180722892,-16.12659814
0.65060241,0.164658635,0.184738956,-16.09728506
0.646586345,0.164658635,0.18875502,-16.02407225
0.642570281,0.164658635,0.192771084,-16.03827445
0.638554217,0.164658635,0.196787149,-16.04343085
0.634538153,0.164658635,0.200803213,-16.04267659
0.630522088,0.164658635,0.204819277,-16.06270366
0.626506024,0.164658635,0.208835341,-16.06635459
0.62248996,0.164658635,0.212851406,-16.06572302
0.618473896,0.164658635,0.21686747,-16.07098615
0.614457831,0.164658635,0.220883534,-16.0714004
0.610441767,0.164658635,0.224899598,-16.06527854
0.606425703,0.164658635,0.228915663,-16.05667512
0.602409639,0.164658635,0.232931727,-16.04904564
0.598393574,0.164658635,0.236947791,-16.02870531
0.59437751,0.164658635,0.240963855,-16.02143999
0.590361446,0.164658635,0.24497992,-16.01299868
0.586345382,0.164658635,0.248995984,-15.98286107
0.582329317,0.164658635,0.253012048,-15.91316466
0.578313253,0.164658635,0.257028112,-15.87051196
0.574297189,0.164658635,0.261044177,-15.69156183
0.570281124,0.164658635,0.265060241,-15.65828667
0.56626506,0.164658635,0.269076305,-15.61774183
0.562248996,0.164658635,0.273092369,-15.62849317
0.558232932,0.164658635,0.277108434,-15.63244154
0.554216867,0.164658635,0.281124498,-15.6473802
0.550200803,0.164658635,0.285140562,-15.629335
0.546184739,0.164658635,0.289156627,-15.61325844
0.542168675,0.164658635,0.293172691,-15.61325844
0.53815261,0.164658635,0.297188755,-15.56157173
0.534136546,0.164658635,0.301204819,-15.51336041
0.530120482,0.164658635,0.305220884,-15.48334031
0.526104418,0.164658635,0.309236948,-15.3391037
0.522088353,0.164658635,0.313253012,-15.2313197
0.518072289,0.164658635,0.317269076,-15.1473237
0.514056225,0.164658635,0.321285141,-15.11762768
0.510040161,0.164658635,0.325301205,-15.08978561
0.506024096,0.164658635,0.329317269,-15.07658493
0.502008032,0.164658635,0.333333333,-15.05071171
0.497991968,0.164658635,0.337349398,-15.04290794
0.493975904,0.164658635,0.341365462,-15.02937945
0.489959839,0.164658635,0.345381526,-14.92152862
0.485943775,0.164658635,0.34939759,-14.91489165
0.481927711,0.164658635,0.353413655,-14.8414532
0.477911647,0.164658635,0.357429719,-14.77165807
0.473895582,0.164658635,0.361445783,-14.75648903
0.469879518,0.164658635,0.365461847,-14.73956534
0.465863454,0.164658635,0.369477912,-14.67445826
0.46184739,0.164658635,0.373493976,-14.66394506
0.457831325,0.164658635,0.37751004,-14.64851933
0.453815261,0.164658635,0.381526104,-14.65008588
0.449799197,0.164658635,0.385542169,-14.64463069
0.445783133,0.164658635,0.389558233,-14.62211709
0.441767068,0.164658635,0.393574297,-14.56537406
0.437751004,0.164658635,0.397590361,-14.55598657
0.43373494,0.164658635,0.401606426,-14.51315737
0.429718876,0.164658635,0.40562249,-14.4964898
0.425702811,0.164658635,0.409638554,-14.49433687
0.421686747,0.164658635,0.413654618,-14.49212192
0.417670683,0.164658635,0.417670683,-14.47061122
0.413654618,0.164658635,0.421686747,-14.46859406
0.409638554,0.164658635,0.425702811,-14.45286468
0.40562249,0.164658635,0.429718876,-14.45286468
0.401606426,0.164658635,0.43373494,-14.44496271
0.397590361,0.164658635,0.437751004,-14.37632588
0.393574297,0.164658635,0.441767068,-14.35550586
0.389558233,0.164658635,0.445783133,-14.31903808
0.385542169,0.164658635,0.449799197,-14.29051336
0.381526104,0.164658635,0.453815261,-14.25632354
0.37751004,0.164658635,0.457831325,-14.16137284
0.373493976,0.164658635,0.46184739,-14.11487914
0.369477912,0.164658635,0.465863454,-14.0971269
0.365461847,0.164658635,0.469879518,-14.0746062
0.361445783,0.164658635,0.473895582,-14.07665492
0.357429719,0.164658635,0.477911647,-14.06449195
0.353413655,0.164658635,0.481927711,-14.04430334
0.34939759,0.164658635,0.485943775,-13.99780541
0.345381526,0.164658635,0.489959839,-13.97671491
0.341365462,0.164658635,0.493975904,-13.91905753
0.337349398,0.164658635,0.497991968,-13.88552978
0.333333333,0.164658635,0.502008032,-13.8757751
0.329317269,0.164658635,0.506024096,-13.85699497
0.325301205,0.164658635,0.510040161,-13.81868599
0.321285141,0.164658635,0.514056225,-13.79125142
0.317269076,0.164658635,0.518072289,-13.78223552
0.313253012,0.164658635,0.522088353,-13.72235358
0.309236948,0.164658635,0.526104418,-13.69091631
0.305220884,0.164658635,0.530120482,-13.67058252
0.301204819,0.164658635,0.534136546,-13.59257455
0.297188755,0.164658635,0.53815261,-13.57080264
0.293172691,0.164658635,0.542168675,-13.55262257
0.289156627,0.164658635,0.546184739,-13.54586141
0.285140562,0.164658635,0.550200803,-13.53433168
0.281124498,0.164658635,0.554216867,-13.53433168
0.277108434,0.164658635,0.558232932,-13.51874776
0.273092369,0.164658635,0.562248996,-13.51636864
0.269076305,0.164658635,0.56626506,-13.51641018
0.265060241,0.164658635,0.570281124,-13.51641018
0.261044177,0.164658635,0.574297189,-13.51230548
0.257028112,0.164658635,0.578313253,-13.50890136
0.253012048,0.164658635,0.582329317,-13.50881853
0.248995984,0.164658635,0.586345382,-13.50642394
0.24497992,0.164658635,0.590361446,-13.5045181
0.240963855,0.164658635,0.59437751,-13.49549513
0.236947791,0.164658635,0.598393574,-13.46552973
0.232931727,0.164658635,0.602409639,-13.39823219
0.228915663,0.164658635,0.606425703,-13.39277691
0.224899598,0.164658635,0.610441767,-13.36572289
0.220883534,0.164658635,0.614457831,-13.3586113
0.21686747,0.164658635,0.618473896,-13.3421102
0.212851406,0.164658635,0.62248996,-13.33095138
0.208835341,0.164658635,0.626506024,-13.32692624
0.204819277,0.164658635,0.630522088,-13.32578154
0.200803213,0.164658635,0.634538153,-13.32263286
0.196787149,0.164658635,0.638554217,-13.30905313
0.192771084,0.164658635,0.642570281,-13.30548107
0.18875502,0.164658635,0.646586345,-13.2954631
0.184738956,0.164658635,0.65060241,-13.29082403
0.180722892,0.164658635,0.654618474,-13.29017109
0.176706827,0.164658635,0.658634538,-13.28335274
0.172690763,0.164658635,0.662650602,-13.28243782
0.168674699,0.164658635,0.666666667,-13.27834615
0.164658635,0.164658635,0.670682731,-13.27506929
0.16064257,0.164658635,0.674698795,-13.27384446
0.156626506,0.164658635,0.678714859,-13.2683283
0.152610442,0.164658635,0.682730924,-13.26448453
0.148594378,0.164658635,0.686746988,-13.25888773
0.144578313,0.164658635,0.690763052,-13.24550058
0.140562249,0.164658635,0.694779116,-13.24440241
0.136546185,0.164658635,0.698795181,-13.23641215
0.13253012,0.164658635,0.702811245,-13.2364216
0.128514056,0.164658635,0.706827309,-13.23197423
0.124497992,0.164658635,0.710843373,-13.22355248
0.120481928,0.164658635,0.714859438,-13.22308102
0.116465863,0.164658635,0.718875502,-13.22308102
0.112449799,0.164658635,0.722891566,-13.2180309
0.108433735,0.164658635,0.726907631,-13.20073653
0.104417671,0.164658635,0.730923695,-13.20032858
0.100401606,0.164658635,0.734939759,-13.19817312
0.096385542,0.164658635,0.738955823,-13.19780684
0.092369478,0.164658635,0.742971888,-13.19307672
0.088353414,0.164658635,0.746987952,-13.15409642
0.084337349,0.164658635,0.751004016,-13.14768161
0.080321285,0.164658635,0.75502008,-13.13747711
0.076305221,0.164658635,0.759036145,-13.13106174
0.072289157,0.164658635,0.763052209,-13.11776019
0.068273092,0.164658635,0.767068273,-13.11278813
0.064257028,0.164658635,0.771084337,-13.11278813
0.060240964,0.164658635,0.775100402,-13.11278813
0.0562249,0.164658635,0.779116466,-13.11278813
0.052208835,0.164658635,0.78313253,-13.11278813
0.048192771,0.164658635,0.787148594,-13.11278813
0.044176707,0.164658635,0.791164659,-13.11278813
0.040160643,0.164658635,0.795180723,-13.11278813
0.036144578,0.164658635,0.799196787,-13.11278813
0.032128514,0.164658635,0.803212851,-13.11278813
0.02811245,0.164658635,0.807228916,-13.11278813
0.024096386,0.164658635,0.81124498,-13.11278813
0.020080321,0.164658635,0.815261044,-13.11278813
0.016064257,0.164658635,0.819277108,-13.11278813
0.012048193,0.164658635,0.823293173,-13.11278813
0.008032129,0.164658635,0.827309237,-13.11278813
0.004016064,0.164658635,0.831325301,-13.11278813
0,0.164658635,0.835341365,-13.11278813
0.831325301,0.168674699,0,-16.16058438
0.827309237,0.168674699,0.004016064,-16.16058438
0.823293173,0.168674699,0.008032129,-16.16058438
0.819277108,0.168674699,0.012048193,-16.16058438
0.815261044,0.168674699,0.016064257,-16.16058438
0.81124498,0.168674699,0.020080321,-16.16058438
0.807228916,0.168674699,0.024096386,-16.16058438
0.803212851,0.168674699,0.02811245,-16.16058438
0.799196787,0.168674699,0.032128514,-16.16058438
0.795180723,0.168674699,0.036144578,-16.16058438
0.791164659,0.168674699,0.040160643,-16.16058438
0.787148594,0.168674699,0.044176707,-16.16058438
0.78313253,0.168674699,0.048192771,-16.16058438
0.779116466,0.168674699,0.052208835,-16.16058438
0.775100402,0.168674699,0.0562249,-16.16058438
0.771084337,0.168674699,0.060240964,-16.16058438
0.767068273,0.168674699,0.064257028,-16.16058438
0.763052209,0.168674699,0.068273092,-16.16058438
0.759036145,0.168674699,0.072289157,-16.16058438
0.75502008,0.168674699,0.076305221,-16.16058438
0.751004016,0.168674699,0.080321285,-16.16058438
0.746987952,0.168674699,0.084337349,-16.16058438
0.742971888,0.168674699,0.088353414,-16.16058438
0.738955823,0.168674699,0.092369478,-16.16058438
0.734939759,0.168674699,0.096385542,-16.16058438
0.730923695,0.168674699,0.100401606,-16.16058438
0.726907631,0.168674699,0.104417671,-16.16058438
0.722891566,0.168674699,0.108433735,-16.16058438
0.718875502,0.168674699,0.112449799,-16.16058438
0.714859438,0.168674699,0.116465863,-16.16058438
0.710843373,0.168674699,0.120481928,-16.16058438
0.706827309,0.168674699,0.124497992,-16.16058438
0.702811245,0.168674699,0.128514056,-16.16058438
0.698795181,0.168674699,0.13253012,-16.16058438
0.694779116,0.168674699,0.136546185,-16.16017935
0.690763052,0.168674699,0.140562249,-16.16017935
0.686746988,0.168674699,0.144578313,-16.16017935
0.682730924,0.168674699,0.148594378,-16.15784271
0.678714859,0.168674699,0.152610442,-16.15784271
0.674698795,0.168674699,0.156626506,-16.15784271
0.670682731,0.168674699,0.16064257,-16.15784271
0.666666667,0.168674699,0.164658635,-16.15652211
0.662650602,0.168674699,0.168674699,-16.15125972
0.658634538,0.168674699,0.172690763,-16.13816356
0.654618474,0.168674699,0.176706827,-16.12508721
0.65060241,0.168674699,0.180722892,-16.09449549
0.646586345,0.168674699,0.184738956,-16.02107675
0.642570281,0.168674699,0.18875502,-16.01146132
0.638554217,0.168674699,0.192771084,-16.02663671
0.634538153,0.168674699,0.196787149,-16.03358565
0.630522088,0.168674699,0.200803213,-16.04918864
