Mn,Fe,Co,Activation Energy - E_a (eV)
0.582329317,0.120481928,0.297188755,1.25564296
0.578313253,0.120481928,0.301204819,1.261158025
0.574297189,0.120481928,0.305220884,1.251499581
0.570281124,0.120481928,0.309236948,1.26465651
0.56626506,0.120481928,0.313253012,1.289255429
0.562248996,0.120481928,0.317269076,1.306820713
0.558232932,0.120481928,0.321285141,1.312396995
0.554216867,0.120481928,0.325301205,1.311691262
0.550200803,0.120481928,0.329317269,1.309864804
0.546184739,0.120481928,0.333333333,1.310233918
0.542168675,0.120481928,0.337349398,1.310233918
0.53815261,0.120481928,0.341365462,1.310233918
0.534136546,0.120481928,0.345381526,1.310067124
0.530120482,0.120481928,0.34939759,1.309485315
0.526104418,0.120481928,0.353413655,1.307710571
0.522088353,0.120481928,0.357429719,1.293120842
0.518072289,0.120481928,0.361445783,1.290190762
0.514056225,0.120481928,0.365461847,1.28314772
0.510040161,0.120481928,0.369477912,1.255742142
0.506024096,0.120481928,0.373493976,1.244406698
0.502008032,0.120481928,0.37751004,1.242357705
0.497991968,0.120481928,0.381526104,1.241332374
0.493975904,0.120481928,0.385542169,1.243732463
0.489959839,0.120481928,0.389558233,1.244531468
0.485943775,0.120481928,0.393574297,1.241627877
0.481927711,0.120481928,0.397590361,1.250660167
0.477911647,0.120481928,0.401606426,1.251920713
0.473895582,0.120481928,0.40562249,1.256067104
0.469879518,0.120481928,0.409638554,1.254917918
0.465863454,0.120481928,0.413654618,1.248586746
0.46184739,0.120481928,0.417670683,1.248595023
0.457831325,0.120481928,0.421686747,1.248595023
0.453815261,0.120481928,0.425702811,1.248848312
0.449799197,0.120481928,0.429718876,1.244615488
0.445783133,0.120481928,0.43373494,1.245195717
0.441767068,0.120481928,0.437751004,1.245195717
0.437751004,0.120481928,0.441767068,1.244819035
0.43373494,0.120481928,0.445783133,1.254525903
0.429718876,0.120481928,0.449799197,1.257150419
0.425702811,0.120481928,0.453815261,1.257150419
0.421686747,0.120481928,0.457831325,1.257519396
0.417670683,0.120481928,0.46184739,1.25897039
0.413654618,0.120481928,0.465863454,1.258755953
0.409638554,0.120481928,0.469879518,1.260842181
0.40562249,0.120481928,0.473895582,1.260842181
0.401606426,0.120481928,0.477911647,1.263028723
0.397590361,0.120481928,0.481927711,1.274194306
0.393574297,0.120481928,0.485943775,1.282154174
0.389558233,0.120481928,0.489959839,1.288370453
0.385542169,0.120481928,0.493975904,1.306383947
0.381526104,0.120481928,0.497991968,1.332799666
0.37751004,0.120481928,0.502008032,1.404724118
0.373493976,0.120481928,0.506024096,1.432940162
0.369477912,0.120481928,0.510040161,1.439370948
0.365461847,0.120481928,0.514056225,1.448265577
0.361445783,0.120481928,0.518072289,1.467078287
0.357429719,0.120481928,0.522088353,1.651853412
0.353413655,0.120481928,0.526104418,1.701669088
0.34939759,0.120481928,0.530120482,1.730534493
0.345381526,0.120481928,0.534136546,1.81797888
0.341365462,0.120481928,0.53815261,1.835768702
0.337349398,0.120481928,0.542168675,1.835768702
0.333333333,0.120481928,0.546184739,1.835768702
0.329317269,0.120481928,0.550200803,1.838133038
0.325301205,0.120481928,0.554216867,1.838133038
0.321285141,0.120481928,0.558232932,1.839075425
0.317269076,0.120481928,0.562248996,1.839075425
0.313253012,0.120481928,0.56626506,1.839075425
0.309236948,0.120481928,0.570281124,1.839075425
0.305220884,0.120481928,0.574297189,1.840601438
0.301204819,0.120481928,0.578313253,1.840601438
0.297188755,0.120481928,0.582329317,1.840601438
0.293172691,0.120481928,0.586345382,1.844889621
0.289156627,0.120481928,0.590361446,1.845832035
0.285140562,0.120481928,0.59437751,1.846296318
0.281124498,0.120481928,0.598393574,1.846166538
0.277108434,0.120481928,0.602409639,1.848397615
0.273092369,0.120481928,0.606425703,1.849315213
0.269076305,0.120481928,0.610441767,1.849258946
0.265060241,0.120481928,0.614457831,1.849212521
0.261044177,0.120481928,0.618473896,1.849196066
0.257028112,0.120481928,0.62248996,1.849169628
0.253012048,0.120481928,0.626506024,1.849169628
0.248995984,0.120481928,0.630522088,1.849169628
0.24497992,0.120481928,0.634538153,1.849163748
0.240963855,0.120481928,0.638554217,1.849129324
0.236947791,0.120481928,0.642570281,1.849088854
0.232931727,0.120481928,0.646586345,1.848857105
0.228915663,0.120481928,0.65060241,1.848836386
0.224899598,0.120481928,0.654618474,1.848726083
0.220883534,0.120481928,0.658634538,1.848726083
0.21686747,0.120481928,0.662650602,1.848661858
0.212851406,0.120481928,0.666666667,1.848640883
0.208835341,0.120481928,0.670682731,1.848621129
0.204819277,0.120481928,0.674698795,1.848621129
0.200803213,0.120481928,0.678714859,1.848621129
0.196787149,0.120481928,0.682730924,1.84858335
0.192771084,0.120481928,0.686746988,1.848578194
0.18875502,0.120481928,0.690763052,1.848578194
0.184738956,0.120481928,0.694779116,1.848578194
0.180722892,0.120481928,0.698795181,1.848576839
0.176706827,0.120481928,0.702811245,1.848576839
0.172690763,0.120481928,0.706827309,1.848576839
0.168674699,0.120481928,0.710843373,1.848576839
0.164658635,0.120481928,0.714859438,1.848576839
0.16064257,0.120481928,0.718875502,1.84857655
0.156626506,0.120481928,0.722891566,1.84857984
0.152610442,0.120481928,0.726907631,1.848585184
0.148594378,0.120481928,0.730923695,1.848585184
0.144578313,0.120481928,0.734939759,1.848586124
0.140562249,0.120481928,0.738955823,1.848586124
0.136546185,0.120481928,0.742971888,1.847731445
0.13253012,0.120481928,0.746987952,1.847778569
0.128514056,0.120481928,0.751004016,1.846931207
0.124497992,0.120481928,0.75502008,1.845227982
0.120481928,0.120481928,0.759036145,1.840075771
0.116465863,0.120481928,0.763052209,1.845239978
0.112449799,0.120481928,0.767068273,1.848678474
0.108433735,0.120481928,0.771084337,1.848678474
0.104417671,0.120481928,0.775100402,1.848678474
0.100401606,0.120481928,0.779116466,1.848678474
0.096385542,0.120481928,0.78313253,1.848678474
0.092369478,0.120481928,0.787148594,1.848678474
0.088353414,0.120481928,0.791164659,1.848678474
0.084337349,0.120481928,0.795180723,1.848678474
0.080321285,0.120481928,0.799196787,1.848678474
0.076305221,0.120481928,0.803212851,1.848678474
0.072289157,0.120481928,0.807228916,1.848678474
0.068273092,0.120481928,0.81124498,1.848678474
0.064257028,0.120481928,0.815261044,1.848678474
0.060240964,0.120481928,0.819277108,1.848678474
0.0562249,0.120481928,0.823293173,1.848678474
0.052208835,0.120481928,0.827309237,1.848678474
0.048192771,0.120481928,0.831325301,1.848678474
0.044176707,0.120481928,0.835341365,1.848678474
0.040160643,0.120481928,0.83935743,1.848678474
0.036144578,0.120481928,0.843373494,1.848678474
0.032128514,0.120481928,0.847389558,1.848678474
0.02811245,0.120481928,0.851405622,1.848678474
0.024096386,0.120481928,0.855421687,1.848678474
0.020080321,0.120481928,0.859437751,1.848678474
0.016064257,0.120481928,0.863453815,1.848678474
0.012048193,0.120481928,0.86746988,1.848678474
0.008032129,0.120481928,0.871485944,1.848678474
0.004016064,0.120481928,0.875502008,1.848678474
1.11E-16,0.120481928,0.879518072,1.848678474
0.875502008,0.124497992,0,1.675249717
0.871485944,0.124497992,0.004016064,1.675249717
0.86746988,0.124497992,0.008032129,1.675249717
0.863453815,0.124497992,0.012048193,1.675249717
0.859437751,0.124497992,0.016064257,1.675249717
0.855421687,0.124497992,0.020080321,1.675249717
0.851405622,0.124497992,0.024096386,1.675249717
0.847389558,0.124497992,0.02811245,1.675249717
0.843373494,0.124497992,0.032128514,1.675249717
0.83935743,0.124497992,0.036144578,1.675249717
0.835341365,0.124497992,0.040160643,1.675249717
0.831325301,0.124497992,0.044176707,1.675249717
0.827309237,0.124497992,0.048192771,1.675249717
0.823293173,0.124497992,0.052208835,1.675249717
0.819277108,0.124497992,0.0562249,1.675249717
0.815261044,0.124497992,0.060240964,1.675249717
0.81124498,0.124497992,0.064257028,1.675249717
0.807228916,0.124497992,0.068273092,1.675249717
0.803212851,0.124497992,0.072289157,1.675249717
0.799196787,0.124497992,0.076305221,1.675249717
0.795180723,0.124497992,0.080321285,1.675249717
0.791164659,0.124497992,0.084337349,1.675249717
0.787148594,0.124497992,0.088353414,1.675249717
0.78313253,0.124497992,0.092369478,1.675249717
0.779116466,0.124497992,0.096385542,1.675249717
0.775100402,0.124497992,0.100401606,1.675249717
0.771084337,0.124497992,0.104417671,1.675249717
0.767068273,0.124497992,0.108433735,1.675249717
0.763052209,0.124497992,0.112449799,1.675249717
0.759036145,0.124497992,0.116465863,1.675249717
0.75502008,0.124497992,0.120481928,1.675249717
0.751004016,0.124497992,0.124497992,1.675249717
0.746987952,0.124497992,0.128514056,1.675249717
0.742971888,0.124497992,0.13253012,1.675249717
0.738955823,0.124497992,0.136546185,1.673462573
0.734939759,0.124497992,0.140562249,1.673462573
0.730923695,0.124497992,0.144578313,1.673462573
0.726907631,0.124497992,0.148594378,1.673462573
0.722891566,0.124497992,0.152610442,1.673462573
0.718875502,0.124497992,0.156626506,1.673462573
0.714859438,0.124497992,0.16064257,1.673462573
0.710843373,0.124497992,0.164658635,1.673462573
0.706827309,0.124497992,0.168674699,1.673462573
0.702811245,0.124497992,0.172690763,1.673462573
0.698795181,0.124497992,0.176706827,1.673462573
0.694779116,0.124497992,0.180722892,1.673462573
0.690763052,0.124497992,0.184738956,1.673462573
0.686746988,0.124497992,0.18875502,1.671476155
0.682730924,0.124497992,0.192771084,1.671406755
0.678714859,0.124497992,0.196787149,1.669126601
0.674698795,0.124497992,0.200803213,1.669126601
0.670682731,0.124497992,0.204819277,1.669126601
0.666666667,0.124497992,0.208835341,1.669114372
0.662650602,0.124497992,0.212851406,1.668969987
0.658634538,0.124497992,0.21686747,1.645591246
0.654618474,0.124497992,0.220883534,1.622486579
0.65060241,0.124497992,0.224899598,1.566896816
0.646586345,0.124497992,0.228915663,1.417045605
0.642570281,0.124497992,0.232931727,1.39498256
0.638554217,0.124497992,0.236947791,1.380738033
0.634538153,0.124497992,0.240963855,1.376714457
0.630522088,0.124497992,0.24497992,1.33702691
0.626506024,0.124497992,0.248995984,1.32909171
0.62248996,0.124497992,0.253012048,1.325792616
0.618473896,0.124497992,0.257028112,1.303949228
0.614457831,0.124497992,0.261044177,1.298586902
0.610441767,0.124497992,0.265060241,1.275477835
0.606425703,0.124497992,0.269076305,1.270721362
0.602409639,0.124497992,0.273092369,1.269255837
0.598393574,0.124497992,0.277108434,1.2606769
0.59437751,0.124497992,0.281124498,1.256868085
0.590361446,0.124497992,0.285140562,1.258289523
0.586345382,0.124497992,0.289156627,1.256570729
0.582329317,0.124497992,0.293172691,1.250775011
0.578313253,0.124497992,0.297188755,1.254734505
0.574297189,0.124497992,0.301204819,1.249233588
0.570281124,0.124497992,0.305220884,1.249176062
0.56626506,0.124497992,0.309236948,1.262662028
0.562248996,0.124497992,0.313253012,1.289704036
0.558232932,0.124497992,0.317269076,1.307295591
0.554216867,0.124497992,0.321285141,1.312550557
0.550200803,0.124497992,0.325301205,1.311785178
0.546184739,0.124497992,0.329317269,1.310233918
0.542168675,0.124497992,0.333333333,1.310233918
0.53815261,0.124497992,0.337349398,1.310233918
0.534136546,0.124497992,0.341365462,1.310330103
0.530120482,0.124497992,0.345381526,1.310431732
0.526104418,0.124497992,0.34939759,1.310269554
0.522088353,0.124497992,0.353413655,1.308063048
0.518072289,0.124497992,0.357429719,1.294296246
0.514056225,0.124497992,0.361445783,1.292964998
0.510040161,0.124497992,0.365461847,1.286984353
0.506024096,0.124497992,0.369477912,1.253059747
0.502008032,0.124497992,0.373493976,1.245351604
0.497991968,0.124497992,0.37751004,1.24209699
0.493975904,0.124497992,0.381526104,1.243732463
0.489959839,0.124497992,0.385542169,1.246924629
0.485943775,0.124497992,0.389558233,1.244520023
0.481927711,0.124497992,0.393574297,1.250874164
0.477911647,0.124497992,0.397590361,1.250719544
0.473895582,0.124497992,0.401606426,1.252173129
0.469879518,0.124497992,0.40562249,1.255132096
0.465863454,0.124497992,0.409638554,1.247354314
0.46184739,0.124497992,0.413654618,1.248595023
0.457831325,0.124497992,0.417670683,1.248595023
0.453815261,0.124497992,0.421686747,1.244493606
0.449799197,0.124497992,0.425702811,1.244615488
0.445783133,0.124497992,0.429718876,1.241728621
0.441767068,0.124497992,0.43373494,1.245195717
0.437751004,0.124497992,0.437751004,1.243729938
0.43373494,0.124497992,0.441767068,1.243713702
0.429718876,0.124497992,0.445783133,1.255919047
0.425702811,0.124497992,0.449799197,1.257150419
0.421686747,0.124497992,0.453815261,1.257519396
0.417670683,0.124497992,0.457831325,1.257324892
0.413654618,0.124497992,0.46184739,1.258755953
0.409638554,0.124497992,0.465863454,1.260842181
0.40562249,0.124497992,0.469879518,1.260842181
0.401606426,0.124497992,0.473895582,1.260842181
0.397590361,0.124497992,0.477911647,1.273144362
0.393574297,0.124497992,0.481927711,1.27619879
0.389558233,0.124497992,0.485943775,1.285511475
0.385542169,0.124497992,0.489959839,1.301789621
0.381526104,0.124497992,0.493975904,1.328097516
0.37751004,0.124497992,0.497991968,1.404724118
0.373493976,0.124497992,0.502008032,1.432940162
0.369477912,0.124497992,0.506024096,1.439370948
0.365461847,0.124497992,0.510040161,1.448265577
0.361445783,0.124497992,0.514056225,1.448963969
0.357429719,0.124497992,0.518072289,1.468937503
0.353413655,0.124497992,0.522088353,1.652267193
0.34939759,0.124497992,0.526104418,1.704396583
0.345381526,0.124497992,0.530120482,1.730782047
0.341365462,0.124497992,0.534136546,1.820000865
0.337349398,0.124497992,0.53815261,1.835768702
0.333333333,0.124497992,0.542168675,1.835768702
0.329317269,0.124497992,0.546184739,1.835768702
0.325301205,0.124497992,0.550200803,1.838133038
0.321285141,0.124497992,0.554216867,1.838133038
0.317269076,0.124497992,0.558232932,1.839075425
0.313253012,0.124497992,0.562248996,1.839075425
0.309236948,0.124497992,0.56626506,1.839075425
0.305220884,0.124497992,0.570281124,1.840620562
0.301204819,0.124497992,0.574297189,1.840601438
0.297188755,0.124497992,0.578313253,1.840601438
0.293172691,0.124497992,0.582329317,1.844908468
0.289156627,0.124497992,0.586345382,1.845845861
0.285140562,0.124497992,0.590361446,1.846309084
0.281124498,0.124497992,0.59437751,1.846296318
0.277108434,0.124497992,0.598393574,1.848538316
0.273092369,0.124497992,0.602409639,1.849345602
0.269076305,0.124497992,0.606425703,1.849315213
0.265060241,0.124497992,0.610441767,1.849258946
0.261044177,0.124497992,0.614457831,1.849212521
0.257028112,0.124497992,0.618473896,1.849196066
0.253012048,0.124497992,0.62248996,1.849169628
0.248995984,0.124497992,0.626506024,1.849169628
0.24497992,0.124497992,0.630522088,1.849169628
0.240963855,0.124497992,0.634538153,1.849129324
0.236947791,0.124497992,0.638554217,1.849088854
0.232931727,0.124497992,0.642570281,1.84891031
0.228915663,0.124497992,0.646586345,1.848857105
0.224899598,0.124497992,0.65060241,1.848726083
0.220883534,0.124497992,0.654618474,1.848726083
0.21686747,0.124497992,0.658634538,1.84866522
0.212851406,0.124497992,0.662650602,1.848640883
0.208835341,0.124497992,0.666666667,1.848621129
0.204819277,0.124497992,0.670682731,1.848621129
0.200803213,0.124497992,0.674698795,1.848621129
0.196787149,0.124497992,0.678714859,1.848583867
0.192771084,0.124497992,0.682730924,1.848578194
0.18875502,0.124497992,0.686746988,1.848578194
0.184738956,0.124497992,0.690763052,1.848578194
0.180722892,0.124497992,0.694779116,1.848576839
0.176706827,0.124497992,0.698795181,1.848576839
0.172690763,0.124497992,0.702811245,1.848576839
0.168674699,0.124497992,0.706827309,1.848576839
0.164658635,0.124497992,0.710843373,1.848576839
0.16064257,0.124497992,0.714859438,1.848576839
0.156626506,0.124497992,0.718875502,1.84857655
0.152610442,0.124497992,0.722891566,1.84857984
0.148594378,0.124497992,0.726907631,1.848585184
0.144578313,0.124497992,0.730923695,1.848585184
0.140562249,0.124497992,0.734939759,1.848586124
0.136546185,0.124497992,0.738955823,1.84858662
0.13253012,0.124497992,0.742971888,1.847731445
0.128514056,0.124497992,0.746987952,1.847783695
0.124497992,0.124497992,0.751004016,1.846937853
0.120481928,0.124497992,0.75502008,1.844365441
0.116465863,0.124497992,0.759036145,1.840075771
0.112449799,0.124497992,0.763052209,1.845239978
0.108433735,0.124497992,0.767068273,1.848678474
0.104417671,0.124497992,0.771084337,1.848678474
0.100401606,0.124497992,0.775100402,1.848678474
0.096385542,0.124497992,0.779116466,1.848678474
0.092369478,0.124497992,0.78313253,1.848678474
0.088353414,0.124497992,0.787148594,1.848678474
0.084337349,0.124497992,0.791164659,1.848678474
0.080321285,0.124497992,0.795180723,1.848678474
0.076305221,0.124497992,0.799196787,1.848678474
0.072289157,0.124497992,0.803212851,1.848678474
0.068273092,0.124497992,0.807228916,1.848678474
0.064257028,0.124497992,0.81124498,1.848678474
0.060240964,0.124497992,0.815261044,1.848678474
0.0562249,0.124497992,0.819277108,1.848678474
0.052208835,0.124497992,0.823293173,1.848678474
0.048192771,0.124497992,0.827309237,1.848678474
0.044176707,0.124497992,0.831325301,1.848678474
0.040160643,0.124497992,0.835341365,1.848678474
0.036144578,0.124497992,0.83935743,1.848678474
0.032128514,0.124497992,0.843373494,1.848678474
0.02811245,0.124497992,0.847389558,1.848678474
0.024096386,0.124497992,0.851405622,1.848678474
0.020080321,0.124497992,0.855421687,1.848678474
0.016064257,0.124497992,0.859437751,1.848678474
0.012048193,0.124497992,0.863453815,1.848678474
0.008032129,0.124497992,0.86746988,1.848678474
0.004016064,0.124497992,0.871485944,1.848678474
1.11E-16,0.124497992,0.875502008,1.848678474
0.871485944,0.128514056,0,1.675249717
0.86746988,0.128514056,0.004016064,1.675249717
0.863453815,0.128514056,0.008032129,1.675249717
0.859437751,0.128514056,0.012048193,1.675249717
0.855421687,0.128514056,0.016064257,1.675249717
0.851405622,0.128514056,0.020080321,1.675249717
0.847389558,0.128514056,0.024096386,1.675249717
0.843373494,0.128514056,0.02811245,1.675249717
0.83935743,0.128514056,0.032128514,1.675249717
0.835341365,0.128514056,0.036144578,1.675249717
0.831325301,0.128514056,0.040160643,1.675249717
0.827309237,0.128514056,0.044176707,1.675249717
0.823293173,0.128514056,0.048192771,1.675249717
0.819277108,0.128514056,0.052208835,1.675249717
0.815261044,0.128514056,0.0562249,1.675249717
0.81124498,0.128514056,0.060240964,1.675249717
0.807228916,0.128514056,0.064257028,1.675249717
0.803212851,0.128514056,0.068273092,1.675249717
0.799196787,0.128514056,0.072289157,1.675249717
0.795180723,0.128514056,0.076305221,1.675249717
0.791164659,0.128514056,0.080321285,1.675249717
0.787148594,0.128514056,0.084337349,1.675249717
0.78313253,0.128514056,0.088353414,1.675249717
0.779116466,0.128514056,0.092369478,1.675249717
0.775100402,0.128514056,0.096385542,1.675249717
0.771084337,0.128514056,0.100401606,1.675249717
0.767068273,0.128514056,0.104417671,1.675249717
0.763052209,0.128514056,0.108433735,1.675249717
0.759036145,0.128514056,0.112449799,1.675249717
0.75502008,0.128514056,0.116465863,1.675249717
0.751004016,0.128514056,0.120481928,1.675249717
0.746987952,0.128514056,0.124497992,1.675249717
0.742971888,0.128514056,0.128514056,1.675249717
0.738955823,0.128514056,0.13253012,1.675249717
0.734939759,0.128514056,0.136546185,1.673462573
0.730923695,0.128514056,0.140562249,1.673462573
0.726907631,0.128514056,0.144578313,1.673462573
0.722891566,0.128514056,0.148594378,1.673462573
0.718875502,0.128514056,0.152610442,1.673462573
0.714859438,0.128514056,0.156626506,1.673462573
0.710843373,0.128514056,0.16064257,1.673462573
0.706827309,0.128514056,0.164658635,1.673462573
0.702811245,0.128514056,0.168674699,1.673462573
0.698795181,0.128514056,0.172690763,1.673462573
0.694779116,0.128514056,0.176706827,1.673462573
0.690763052,0.128514056,0.180722892,1.673462573
0.686746988,0.128514056,0.184738956,1.673462573
0.682730924,0.128514056,0.18875502,1.671406755
0.678714859,0.128514056,0.192771084,1.671406755
0.674698795,0.128514056,0.196787149,1.669126601
0.670682731,0.128514056,0.200803213,1.669126601
0.666666667,0.128514056,0.204819277,1.669114372
0.662650602,0.128514056,0.208835341,1.668969987
0.658634538,0.128514056,0.212851406,1.645591246
0.654618474,0.128514056,0.21686747,1.622486579
0.65060241,0.128514056,0.220883534,1.566896816
0.646586345,0.128514056,0.224899598,1.417045605
0.642570281,0.128514056,0.228915663,1.39498256
0.638554217,0.128514056,0.232931727,1.380738033
0.634538153,0.128514056,0.236947791,1.376714457
0.630522088,0.128514056,0.240963855,1.337504082
0.626506024,0.128514056,0.24497992,1.330484329
0.62248996,0.128514056,0.248995984,1.327134085
0.618473896,0.128514056,0.253012048,1.305080125
0.614457831,0.128514056,0.257028112,1.2997997
0.610441767,0.128514056,0.261044177,1.276903411
0.606425703,0.128514056,0.265060241,1.271757187
0.602409639,0.128514056,0.269076305,1.269650252
0.598393574,0.128514056,0.273092369,1.262124702
0.59437751,0.128514056,0.277108434,1.256868085
0.590361446,0.128514056,0.281124498,1.256586199
0.586345382,0.128514056,0.285140562,1.256689912
0.582329317,0.128514056,0.289156627,1.250775011
0.578313253,0.128514056,0.293172691,1.249866555
0.574297189,0.128514056,0.297188755,1.242796046
0.570281124,0.128514056,0.301204819,1.24691007
0.56626506,0.128514056,0.305220884,1.24579928
0.562248996,0.128514056,0.309236948,1.263178938
0.558232932,0.128514056,0.313253012,1.290248447
0.554216867,0.128514056,0.317269076,1.307449154
0.550200803,0.128514056,0.321285141,1.312644473
0.546184739,0.128514056,0.325301205,1.312154291
0.542168675,0.128514056,0.329317269,1.310233918
0.53815261,0.128514056,0.333333333,1.310233918
0.534136546,0.128514056,0.337349398,1.310330103
0.530120482,0.128514056,0.341365462,1.310694712
0.526104418,0.128514056,0.345381526,1.311215971
0.522088353,0.128514056,0.34939759,1.310622031
0.518072289,0.128514056,0.353413655,1.309443693
0.514056225,0.128514056,0.357429719,1.297070482
0.510040161,0.128514056,0.361445783,1.296801632
0.506024096,0.128514056,0.365461847,1.284301958
0.502008032,0.128514056,0.369477912,1.254004652
0.497991968,0.128514056,0.373493976,1.245090889
0.493975904,0.128514056,0.37751004,1.244497078
0.489959839,0.128514056,0.381526104,1.246924629
0.485943775,0.128514056,0.385542169,1.246913184
0.481927711,0.128514056,0.389558233,1.254881285
0.477911647,0.128514056,0.393574297,1.25093354
0.473895582,0.128514056,0.397590361,1.25097196
0.469879518,0.128514056,0.401606426,1.251238122
0.465863454,0.128514056,0.40562249,1.247568492
0.46184739,0.128514056,0.409638554,1.247362591
0.457831325,0.128514056,0.413654618,1.248595023
0.453815261,0.128514056,0.417670683,1.244493606
0.449799197,0.128514056,0.421686747,1.240260782
0.445783133,0.128514056,0.425702811,1.241728621
0.441767068,0.128514056,0.429718876,1.241728621
0.437751004,0.128514056,0.43373494,1.243729938
0.43373494,0.128514056,0.437751004,1.242624604
0.429718876,0.128514056,0.441767068,1.245106845
0.425702811,0.128514056,0.445783133,1.255919047
0.421686747,0.128514056,0.449799197,1.257519396
0.417670683,0.128514056,0.453815261,1.257324892
0.413654618,0.128514056,0.457831325,1.257110455
0.409638554,0.128514056,0.46184739,1.260842181
0.40562249,0.128514056,0.465863454,1.260842181
0.401606426,0.128514056,0.469879518,1.260842181
0.397590361,0.128514056,0.473895582,1.27095782
0.393574297,0.128514056,0.477911647,1.274623373
0.389558233,0.128514056,0.481927711,1.279556091
0.385542169,0.128514056,0.485943775,1.298930643
0.381526104,0.128514056,0.489959839,1.323503191
0.37751004,0.128514056,0.493975904,1.399462701
0.373493976,0.128514056,0.497991968,1.432940162
0.369477912,0.128514056,0.502008032,1.439370948
0.365461847,0.128514056,0.506024096,1.448265577
0.361445783,0.128514056,0.510040161,1.448963969
0.357429719,0.128514056,0.514056225,1.450823184
0.353413655,0.128514056,0.518072289,1.470897102
0.34939759,0.128514056,0.522088353,1.656961441
0.345381526,0.128514056,0.526104418,1.704644137
0.341365462,0.128514056,0.530120482,1.734894139
0.337349398,0.128514056,0.534136546,1.820001746
0.333333333,0.128514056,0.53815261,1.835769582
0.329317269,0.128514056,0.542168675,1.835769582
0.325301205,0.128514056,0.546184739,1.835769582
0.321285141,0.128514056,0.550200803,1.838133918
0.317269076,0.128514056,0.554216867,1.838133918
0.313253012,0.128514056,0.558232932,1.839076305
0.309236948,0.128514056,0.562248996,1.839076305
0.305220884,0.128514056,0.56626506,1.840621443
0.301204819,0.128514056,0.570281124,1.840621443
0.297188755,0.128514056,0.574297189,1.840602318
0.293172691,0.128514056,0.578313253,1.844909348
0.289156627,0.128514056,0.582329317,1.845865588
0.285140562,0.128514056,0.586345382,1.846323791
0.281124498,0.128514056,0.590361446,1.846309965
0.277108434,0.128514056,0.59437751,1.848668976
0.273092369,0.128514056,0.598393574,1.849487183
0.269076305,0.128514056,0.602409639,1.849346482
0.265060241,0.128514056,0.606425703,1.849316093
0.261044177,0.128514056,0.610441767,1.849259826
0.257028112,0.128514056,0.614457831,1.849211579
0.253012048,0.128514056,0.618473896,1.849195124
0.248995984,0.128514056,0.62248996,1.849168685
0.24497992,0.128514056,0.626506024,1.849168685
0.240963855,0.128514056,0.630522088,1.84913426
0.236947791,0.128514056,0.634538153,1.849087911
0.232931727,0.128514056,0.638554217,1.848909368
0.228915663,0.128514056,0.642570281,1.848909368
0.224899598,0.128514056,0.646586345,1.848744091
0.220883534,0.128514056,0.65060241,1.848723373
0.21686747,0.128514056,0.654618474,1.848660965
0.212851406,0.128514056,0.658634538,1.848639991
0.208835341,0.128514056,0.662650602,1.848616874
0.204819277,0.128514056,0.666666667,1.848616874
0.200803213,0.128514056,0.670682731,1.848616874
0.196787149,0.128514056,0.674698795,1.848579611
0.192771084,0.128514056,0.678714859,1.848574455
0.18875502,0.128514056,0.682730924,1.848573939
0.184738956,0.128514056,0.686746988,1.848573939
0.180722892,0.128514056,0.690763052,1.848572584
0.176706827,0.128514056,0.694779116,1.848572584
0.172690763,0.128514056,0.698795181,1.848572584
0.168674699,0.128514056,0.702811245,1.848572584
0.164658635,0.128514056,0.706827309,1.848572584
0.16064257,0.128514056,0.710843373,1.848572584
0.156626506,0.128514056,0.714859438,1.848572584
0.152610442,0.128514056,0.718875502,1.848572295
0.148594378,0.128514056,0.722891566,1.848575585
0.144578313,0.128514056,0.726907631,1.848580929
0.140562249,0.128514056,0.730923695,1.848580929
0.136546185,0.128514056,0.734939759,1.848582365
0.13253012,0.128514056,0.738955823,1.848582365
0.128514056,0.128514056,0.742971888,1.847732316
0.124497992,0.128514056,0.746987952,1.847786087
0.120481928,0.128514056,0.751004016,1.846071057
0.116465863,0.128514056,0.75502008,1.844356824
0.112449799,0.128514056,0.759036145,1.840067154
0.108433735,0.128514056,0.763052209,1.845231361
0.104417671,0.128514056,0.767068273,1.848669857
0.100401606,0.128514056,0.771084337,1.848669857
0.096385542,0.128514056,0.775100402,1.848669857
0.092369478,0.128514056,0.779116466,1.848669857
0.088353414,0.128514056,0.78313253,1.848669857
0.084337349,0.128514056,0.787148594,1.848669857
0.080321285,0.128514056,0.791164659,1.848669857
0.076305221,0.128514056,0.795180723,1.848669857
0.072289157,0.128514056,0.799196787,1.848668027
0.068273092,0.128514056,0.803212851,1.848668027
0.064257028,0.128514056,0.807228916,1.848668027
0.060240964,0.128514056,0.81124498,1.848668027
0.0562249,0.128514056,0.815261044,1.848668027
0.052208835,0.128514056,0.819277108,1.848668027
0.048192771,0.128514056,0.823293173,1.848668027
0.044176707,0.128514056,0.827309237,1.848668027
0.040160643,0.128514056,0.831325301,1.848668027
0.036144578,0.128514056,0.835341365,1.848668027
0.032128514,0.128514056,0.83935743,1.848668027
0.02811245,0.128514056,0.843373494,1.848668027
0.024096386,0.128514056,0.847389558,1.848668027
0.020080321,0.128514056,0.851405622,1.848668027
0.016064257,0.128514056,0.855421687,1.848668027
0.012048193,0.128514056,0.859437751,1.848668027
0.008032129,0.128514056,0.863453815,1.848668027
0.004016064,0.128514056,0.86746988,1.848668027
